historial_id,vehiculo_id,fecha_desde,fecha_hasta,estado,motivo
34,2,2024-10-12,2024-10-16,en_taller,Reparación correctiva en taller
35,2,2024-11-11,2024-11-12,en_taller,Service programado - Cambio de aceite y filtro
36,2,2024-11-11,2024-11-12,en_taller,Service programado - Service de frenos
37,3,2022-01-18,2022-01-20,en_taller,Service programado - Cambio de aceite y filtro
38,3,2022-08-22,2022-08-24,en_taller,Service programado - Cambio de aceite y filtro
39,3,2022-08-22,2022-08-23,en_taller,Service programado - Service de frenos
40,3,2022-12-29,2022-12-30,en_taller,Service programado - Cambio de aceite y filtro
41,3,2023-02-17,2023-02-19,en_taller,Service programado - Cambio de cubiertas
42,3,2023-02-24,2023-02-28,en_taller,Reparación correctiva en taller
43,3,2023-04-24,2023-04-26,en_taller,Service programado - Cambio de aceite y filtro
44,3,2023-05-11,2023-05-16,en_taller,Reparación correctiva en taller
45,3,2023-10-02,2023-10-03,en_taller,Service programado - Cambio de aceite y filtro
46,3,2023-10-02,2023-10-04,en_taller,Service programado - Service de frenos
47,3,2024-01-01,2024-01-03,en_taller,Service programado - Cambio de aceite y filtro
48,3,2024-01-01,2024-01-02,en_taller,Service programado - Cambio de correa de distribución
49,3,2024-03-27,2024-03-29,en_taller,Service programado - Cambio de aceite y filtro
50,3,2024-07-27,2024-07-29,en_taller,Service programado - Cambio de aceite y filtro
51,3,2024-07-27,2024-07-28,en_taller,Service programado - Service de frenos
52,3,2024-07-27,2024-07-29,en_taller,Service programado - Cambio de cubiertas
53,3,2024-11-06,2024-11-08,en_taller,Service programado - Cambio de aceite y filtro
54,4,2022-01-31,2022-02-02,en_taller,Service programado - Cambio de cubiertas
55,4,2022-05-06,2022-05-07,en_taller,Service programado - Cambio de aceite y filtro
56,4,2022-08-13,2022-08-15,en_taller,Reparación correctiva en taller
57,4,2022-11-19,2022-11-20,en_taller,Service programado - Cambio de aceite y filtro
58,4,2022-11-19,2022-11-21,en_taller,Service programado - Service de frenos
59,4,2023-01-11,2023-01-17,en_taller,Reparación correctiva en taller
60,4,2023-02-25,2023-02-26,en_taller,Serv. programado - Cambio de aceite y filtro
61,4,2023-02-25,2023-02-27,en_taller,Service programado - Cambio de correa de distribución
62,4,2023-07-22,2023-07-23,en_taller,Service programado - Cambio de aceite y filtro
63,4,2023-11-23,2023-11-25,en_taller,Service programado - Cambio de aceite y filtro
64,4,2023-11-23,2023-11-24,en_taller,Service programado - Service de frenos
65,4,2023-11-23,2023-11-24,en_taller,Service programado - Cambio de cubiertas
66,4,2024-02-27,2024-02-29,en_taller,Service programado - Cambio de aceite y filtro
67,4,2024-06-15,2024-06-17,en_taller,Serv. programado - Cambio de aceite y filtro
68,4,2024-10-20,2024-10-22,en_taller,Service programado - Cambio de aceite y filtro
69,4,2024-10-20,2024-10-21,en_taller,Service programado - Service de frenos
70,5,2022-01-27,2022-01-29,en_taller,Service programado - Cambio de aceite y filtro
71,5,2022-07-26,2022-07-27,en_taller,Service programado - Cambio de aceite y filtro
72,5,2022-07-26,2022-07-28,en_taller,Serv. programado - Serv. de frenos
73,5,2022-11-28,2022-11-29,en_taller,Reparación correctiva en taller
74,5,2022-12-16,2022-12-18,en_taller,Service programado - Cambio de aceite y filtro
75,5,2023-02-08,2023-02-10,en_taller,Service programado - Cambio de cubiertas
76,5,2023-04-11,2023-04-12,en_taller,Service programado - Cambio de aceite y filtro
77,5,2023-09-07,2023-09-09,en_taller,Service programado - Cambio de aceite y filtro
78,5,2023-09-07,2023-09-08,en_taller,Service programado - Service de frenos
79,5,2023-12-28,2023-12-30,en_taller,Service programado - Cambio de aceite y filtro
80,5,2023-12-28,2023-12-30,en_taller,Service programado - Cambio de correa de distribución
81,5,2023-12-30,2024-01-02,en_taller,Reparación correctiva en taller
82,5,2024-03-28,2024-03-29,en_taller,Service programado - Cambio de aceite y filtro
83,5,2024-03-29,2024-04-02,en_taller,Reparación correctiva en taller
84,5,2024-07-20,2024-07-22,en_taller,Service programado - Cambio de aceite y filtro
85,5,2024-07-20,2024-07-21,en_taller,Service programado - Service de frenos
86,5,2024-07-20,2024-07-21,en_taller,Service programado - Cambio de cubiertas
87,5,2024-11-06,2024-11-07,en_taller,Service programado - Cambio de aceite y filtro
361,5,2024-11-29,2024-12-07,fuera_de_servicio,Revisión técnica vencida
88,6,2022-01-01,2022-01-02,en_taller,Service programado - Cambio de aceite y filtro
89,6,2022-06-26,2022-06-28,en_taller,Service programado - Cambio de aceite y filtro
90,6,2022-06-26,2022-06-28,en_taller,Service programado - Service de frenos
91,6,2022-09-25,2022-09-27,en_taller,Reparación correctiva en taller
92,6,2022-12-06,2022-12-07,en_taller,Service programado - Cambio de aceite y filtro
93,6,2023-01-19,2023-01-20,en_taller,Service programado - Cambio de cubiertas
94,6,2023-02-06,2023-02-11,en_taller,Reparación correctiva en taller
95,6,2023-03-06,2023-03-07,en_taller,Service programado - Cambio de aceite y filtro
96,6,2023-05-22,2023-05-25,en_taller,Reparación correctiva en taller
97,6,2023-08-12,2023-08-14,en_taller,Service programado - Cambio de aceite y filtro
98,6,2023-08-12,2023-08-14,en_taller,Service programado - Service de frenos
99,6,2023-12-10,2023-12-12,en_taller,Service programado - Cambio de aceite y filtro
100,6,2023-12-10,2023-12-12,en_taller,Service programado - Cambio de correa de distribución
101,6,2024-01-04,2024-01-05,en_taller,Reparación correctiva en taller
102,6,2024-02-21,2024-02-22,en_taller,Reparación correctiva en taller
103,6,2024-03-04,2024-03-06,en_taller,service programado - Cambio de aceite y filtro
104,6,2024-06-13,2024-06-15,en_taller,Service programado - Cambio de aceite y filtro
105,6,2024-06-13,2024-06-15,en_taller,Service programado - Service de frenos
106,6,2024-06-13,2024-06-14,en_taller,Service programado - Cambio de cubiertas
107,6,2024-06-30,2024-07-06,en_taller,Reparación correctiva en taller
108,6,2024-10-31,2024-11-01,en_taller,Service programado - Cambio de aceite y filtro
109,7,2022-02-04,2022-02-10,en_taller,Reparación correctiva en taller
110,7,2022-03-08,2022-03-10,en_taller,service programado - Cambio de aceite y filtro
111,7,2022-03-08,2022-03-09,en_taller,Serv. programado - Serv. de frenos
112,7,2022-10-07,2022-10-09,en_taller,Service programado - Cambio de aceite y filtro
113,7,2022-12-11,2022-12-13,en_taller,Service programado - Cambio de cubiertas
114,7,2023-02-05,2023-02-07,en_taller,Service programado - Cambio de aceite y filtro
115,7,2023-05-29,2023-05-30,en_taller,Service programado - Cambio de aceite y filtro
116,7,2023-05-29,2023-05-31,en_taller,Service programado - Service de frenos
117,7,2023-10-18,2023-10-19,en_taller,Service programado - Cambio de aceite y filtro
118,7,2023-10-18,2023-10-19,en_taller,Service programado - Cambio de correa de distribución
119,7,2024-01-21,2024-01-23,en_taller,Service programado - Cambio de aceite y filtro
120,7,2024-04-23,2024-04-24,en_taller,Service programado - Cambio de aceite y filtro
121,7,2024-04-23,2024-04-24,en_taller,Service programado - Service de frenos
122,7,2024-04-23,2024-04-25,en_taller,Service programado - Cambio de cubiertas
123,7,2024-09-07,2024-09-08,en_taller,Service programado - Cambio de aceite y filtro
124,7,2024-12-02,2024-12-03,en_taller,Service programado - Cambio de aceite y filtro
125,8,2022-03-12,2022-03-13,en_taller,Service programado - Cambio de aceite y filtro
126,8,2022-06-11,2022-06-17,en_taller,Reparación correctiva en taller
362,8,2022-07-19,2022-07-26,fuera_de_servicio,Rotura de parabrisas
127,8,2022-07-29,2022-07-30,en_taller,Service programado - Cambio de cubiertas
128,8,2022-11-21,2022-11-23,en_taller,Service programado - Cambio de aceite y filtro
129,8,2023-02-17,2023-02-19,en_taller,Service programado - Cambio de aceite y filtro
130,8,2023-02-17,2023-02-18,en_taller,Service programado - Service de frenos
131,8,2023-07-06,2023-07-07,en_taller,Service programado - Cambio de aceite y filtro
132,8,2023-07-06,2023-07-07,en_taller,Service programado - Cambio de correa de distribución
133,8,2023-11-09,2023-11-11,en_taller,Service programado - Cambio de aceite y filtro
134,8,2024-02-02,2024-02-03,en_taller,service programado - Cambio de aceite y filtro
135,8,2024-02-02,2024-02-03,en_taller,Service programado - Service de frenos
136,8,2024-02-02,2024-02-03,en_taller,Service programado - Cambio de cubiertas
137,8,2024-05-22,2024-05-23,en_taller,Service programado - Cambio de aceite y filtro
138,8,2024-07-15,2024-07-19,en_taller,Reparación correctiva en taller
139,8,2024-09-20,2024-09-22,en_taller,Service programado - Cambio de aceite y filtro
364,9,2022-02-02,2022-02-05,fuera_de_servicio,Revisión técnica vencida
140,9,2022-09-13,2022-09-14,en_taller,Service programado - Cambio de aceite y filtro
363,9,2022-11-09,2022-11-16,fuera_de_servicio,Falla eléctrica menor
141,9,2023-02-02,2023-02-04,en_taller,Service programado - Cambio de aceite y filtro
142,9,2023-04-02,2023-04-04,en_taller,Reparación correctiva en taller
143,9,2023-09-07,2023-09-09,en_taller,Service programado - Cambio de aceite y filtro
144,9,2023-09-07,2023-09-08,en_taller,Service programado - Service de frenos
145,9,2024-01-18,2024-01-19,en_taller,Service programado - Cambio de aceite y filtro
146,9,2024-03-15,2024-03-16,en_taller,Service programado - Cambio de cubiertas
147,9,2024-07-03,2024-07-04,en_taller,Service programado - Cambio de aceite y filtro
148,9,2024-12-18,2024-12-19,en_taller,service programado - Cambio de aceite y filtro
149,9,2024-12-18,2024-12-20,en_taller,service programado - Service de frenos
150,10,2023-12-11,2023-12-12,en_taller,Service programado - Cambio de aceite y filtro
151,10,2024-05-20,2024-05-21,en_taller,Service programado - Cambio de aceite y filtro
152,10,2024-09-20,2024-09-25,en_taller,reparación correctiva en taller
153,10,2024-11-12,2024-11-14,en_taller,Service programado - Cambio de aceite y filtro
154,10,2024-11-12,2024-11-14,en_taller,Service programado - Service de frenos
155,11,2022-05-08,2022-05-09,en_taller,Service programado - Cambio de aceite y filtro
365,11,2022-11-29,2022-12-02,fuera_de_servicio,Accidente menor en ruta
156,11,2022-12-19,2022-12-20,en_taller,Service programado - Cambio de aceite y filtro
157,11,2022-12-19,2022-12-21,en_taller,Service programado - Service de frenos
158,11,2023-02-13,2023-02-17,en_taller,Reparación correctiva en taller
159,11,2023-05-21,2023-05-22,en_taller,Service programado - Cambio de aceite y filtro
160,11,2023-08-15,2023-08-20,en_taller,Reparación correctiva en taller
161,11,2023-10-04,2023-10-06,en_taller,Service programado - Cambio de cubiertas
162,11,2023-12-04,2023-12-06,en_taller,Service programado - Cambio de aceite y filtro
366,11,2024-01-06,2024-01-13,fuera_de_servicio,Revisión técnica vencida
163,11,2024-04-04,2024-04-05,en_taller,Service programado - Cambio de aceite y filtro
164,11,2024-04-04,2024-04-05,en_taller,Service programado - Service de frenos
165,11,2024-10-19,2024-10-21,en_taller,service programado - Cambio de aceite y filtro
166,11,2024-10-19,2024-10-20,en_taller,Service programado - Cambio de correa de distribución
167,12,2022-01-04,2022-01-06,en_taller,Service programado - Cambio de aceite y filtro
168,12,2022-03-02,2022-03-05,en_taller,Reparación correctiva en taller
169,12,2022-08-31,2022-09-02,en_taller,Service programado - Cambio de aceite y filtro
170,12,2022-08-31,2022-09-01,en_taller,Service programado - Service de frenos
171,12,2023-01-23,2023-01-24,en_taller,Service programado - Cambio de aceite y filtro
172,12,2023-01-23,2023-01-25,en_taller,Service programado - Cambio de correa de distribución
173,12,2023-08-22,2023-08-24,en_taller,Service programado - Cambio de aceite y filtro
174,12,2023-10-18,2023-10-22,en_taller,Reparación correctiva en taller
175,12,2023-10-26,2023-11-01,en_taller,Reparación correctiva en taller
176,12,2024-01-18,2024-01-19,en_taller,  service programado - cambio de aceite y filtro  
177,12,2024-01-18,2024-01-19,en_taller,Service programado - Service de frenos
178,12,2024-01-18,2024-01-19,en_taller,service programado - Cambio de cubiertas
179,12,2024-06-22,2024-06-23,en_taller,Service programado - Cambio de aceite y filtro
180,12,2024-08-30,2024-09-05,en_taller,  reparación correctiva en taller  
181,12,2024-11-25,2024-11-27,en_taller,Service programado - Cambio de aceite y filtro
182,14,2022-01-30,2022-02-01,en_taller,Service programado - Cambio de aceite y filtro
183,14,2022-01-30,2022-02-01,en_taller,Service programado - Service de frenos
184,14,2022-01-30,2022-01-31,en_taller,Service programado - Cambio de cubiertas
185,14,2022-07-24,2022-07-28,en_taller,Reparación correctiva en taller
186,14,2022-09-26,2022-09-27,en_taller,Service programado - Cambio de aceite y filtro
187,14,2023-02-08,2023-02-09,en_taller,Service programado - Cambio de aceite y filtro
188,14,2023-08-18,2023-08-20,en_taller,service programado - Cambio de aceite y filtro
189,14,2023-08-18,2023-08-20,en_taller,Serv. programado - Serv. de frenos
190,14,2023-10-15,2023-10-21,en_taller,Reparación correctiva en taller
191,14,2024-02-11,2024-02-13,en_taller,Service programado - Cambio de aceite y filtro
192,14,2024-02-22,2024-02-26,en_taller,Reparación correctiva en taller
193,14,2024-05-03,2024-05-05,en_taller,Service programado - Cambio de cubiertas
367,14,2024-06-14,2024-06-19,fuera_de_servicio,Pinchadura en ruta
194,14,2024-08-08,2024-08-09,en_taller,SERVICE PROGRAMADO - CAMBIO DE ACEITE Y FILTRO
195,15,2022-04-01,2022-04-03,en_taller,Service programado - Cambio de aceite y filtro
196,15,2022-06-15,2022-06-16,en_taller,Reparación correctiva en taller
197,15,2022-06-27,2022-07-03,en_taller,Reparación correctiva en taller
198,15,2022-12-06,2022-12-07,en_taller,service programado - Cambio de aceite y filtro
199,15,2022-12-06,2022-12-07,en_taller,Service programado - Service de frenos
369,15,2023-02-22,2023-02-27,fuera_de_servicio,Faltante de neumático de auxilio
200,15,2023-05-07,2023-05-09,en_taller,Service programado - Cambio de aceite y filtro
201,15,2023-05-07,2023-05-09,en_taller,Service programado - Cambio de correa de distribución
202,15,2023-12-05,2023-12-07,en_taller,Serv. programado - Cambio de aceite y filtro
368,15,2024-01-21,2024-01-27,fuera_de_servicio,ACCIDENTE MENOR EN RUTA
203,15,2024-04-28,2024-04-29,en_taller,Service programado - Cambio de aceite y filtro
204,15,2024-04-28,2024-04-29,en_taller,Service programado - Service de frenos
205,15,2024-04-28,2024-04-29,en_taller,Service programado - Cambio de cubiertas
206,15,2024-11-13,2024-11-14,en_taller,SERVICE PROGRAMADO - CAMBIO DE ACEITE Y FILTRO
207,17,2024-01-21,2024-01-26,en_taller,Reparación correctiva en taller
208,17,2024-05-30,2024-05-31,en_taller,Service programado - Cambio de aceite y filtro
209,17,2024-11-21,2024-11-23,en_taller,Service programado - Cambio de aceite y filtro
210,18,2022-06-24,2022-06-26,en_taller,Service programado - Cambio de aceite y filtro
211,18,2022-07-20,2022-07-21,en_taller,Reparación correctiva en taller
212,18,2023-01-05,2023-01-06,en_taller,Service programado - Cambio de aceite y filtro
213,18,2023-01-05,2023-01-06,en_taller,Service programado - Service de frenos
214,18,2023-06-03,2023-06-05,en_taller,Service programado - Cambio de aceite y filtro
215,18,2023-10-03,2023-10-04,en_taller,Service programado - Cambio de cubiertas
216,18,2023-12-08,2023-12-09,en_taller,  service programado - cambio de aceite y filtro  
217,18,2024-04-06,2024-04-08,en_taller,Serv. programado - Cambio de aceite y filtro
218,18,2024-04-06,2024-04-07,en_taller,Service programado - Service de frenos
219,18,2024-05-08,2024-05-14,en_taller,Reparación correctiva en taller
220,18,2024-11-16,2024-11-17,en_taller,Service programado - Cambio de aceite y filtro
221,18,2024-11-16,2024-11-18,en_taller,Serv. programado - Cambio de correa de distribución
222,19,2023-07-06,2023-07-09,en_taller,Reparación correctiva en taller
223,19,2023-07-19,2023-07-20,en_taller,Serv. programado - Cambio de aceite y filtro
224,19,2024-01-06,2024-01-07,en_taller,Service programado - Cambio de aceite y filtro
370,19,2024-01-20,2024-01-26,fuera_de_servicio,Esperando repuesto
225,19,2024-03-29,2024-03-30,en_taller,Reparación correctiva en taller
226,19,2024-07-18,2024-07-20,en_taller,Service programado - Cambio de aceite y filtro
227,19,2024-07-18,2024-07-19,en_taller,Service programado - Service de frenos
228,19,2024-12-21,2024-12-23,en_taller,Service programado - Cambio de aceite y filtro
229,20,2022-04-19,2022-04-20,en_taller,Service programado - Cambio de aceite y filtro
230,20,2022-04-19,2022-04-20,en_taller,Service programado - Service de frenos
231,20,2022-12-21,2022-12-23,en_taller,Service programado - Cambio de aceite y filtro
232,20,2023-02-20,2023-02-22,en_taller,Service programado - Cambio de cubiertas
233,20,2023-03-25,2023-03-28,en_taller,Reparación correctiva en taller
234,20,2023-06-09,2023-06-10,en_taller,Service programado - Cambio de aceite y filtro
371,20,2023-11-13,2023-11-23,fuera_de_servicio,Accidente menor en ruta
235,20,2023-12-21,2023-12-22,en_taller,SERVICE PROGRAMADO - CAMBIO DE ACEITE Y FILTRO
236,20,2023-12-21,2023-12-22,en_taller,  service programado - service de frenos  
237,20,2024-06-05,2024-06-07,en_taller,Service programado - Cambio de aceite y filtro
238,20,2024-06-05,2024-06-07,en_taller,  service programado - cambio de correa de distribución  
239,20,2024-12-01,2024-12-03,en_taller,Service programado - Cambio de aceite y filtro
240,21,2022-02-23,2022-02-24,en_taller,Serv. programado - Cambio de aceite y filtro
241,21,2022-02-23,2022-02-25,en_taller,  service programado - service de frenos  
242,21,2022-08-04,2022-08-05,en_taller,Service programado - Cambio de aceite y filtro
243,21,2022-10-18,2022-10-19,en_taller,Service programado - Cambio de cubiertas
244,21,2022-12-13,2022-12-14,en_taller,Service programado - Cambio de aceite y filtro
245,21,2023-03-20,2023-03-21,en_taller,Service programado - Cambio de aceite y filtro
246,21,2023-03-20,2023-03-21,en_taller,Service programado - Service de frenos
247,21,2023-08-25,2023-08-27,en_taller,Service programado - Cambio de aceite y filtro
248,21,2023-08-25,2023-08-26,en_taller,service programado - Cambio de correa de distribución
249,21,2023-12-10,2023-12-11,en_taller,Serv. programado - Cambio de aceite y filtro
250,21,2024-03-26,2024-03-27,en_taller,Service programado - Cambio de aceite y filtro
251,21,2024-03-26,2024-03-28,en_taller,Service programado - Service de frenos
252,21,2024-03-26,2024-03-28,en_taller,Service programado - Cambio de cubiertas
253,21,2024-07-30,2024-07-31,en_taller,REPARACIÓN CORRECTIVA EN TALLER
254,21,2024-08-26,2024-08-28,en_taller,Service programado - Cambio de aceite y filtro
255,21,2024-12-21,2024-12-23,en_taller,Service programado - Cambio de aceite y filtro
256,22,2023-09-03,2023-09-05,en_taller,service programado - Cambio de aceite y filtro
257,22,2023-12-24,2023-12-25,en_taller,Service programado - Cambio de aceite y filtro
258,22,2024-03-29,2024-03-30,en_taller,Service programado - Cambio de aceite y filtro
259,22,2024-03-29,2024-03-30,en_taller,Service programado - Service de frenos
260,22,2024-04-20,2024-04-21,en_taller,Reparación correctiva en taller
261,22,2024-08-25,2024-08-26,en_taller,Service programado - Cambio de aceite y filtro
262,22,2024-10-22,2024-10-24,en_taller,Service programado - Cambio de cubiertas
263,22,2024-12-11,2024-12-12,en_taller,  service programado - cambio de aceite y filtro  
264,23,2022-03-14,2022-03-15,en_taller,Service programado - Cambio de aceite y filtro
265,23,2022-03-26,2022-03-28,en_taller,Reparación correctiva en taller
266,23,2022-08-25,2022-08-26,en_taller,Service programado - Cambio de aceite y filtro
372,23,2022-10-26,2022-10-31,fuera_de_servicio,Faltante de neumático de auxilio
267,23,2022-12-24,2022-12-26,en_taller,Service programado - Cambio de aceite y filtro
268,23,2022-12-24,2022-12-26,en_taller,Service programado - Service de frenos
269,23,2023-04-11,2023-04-12,en_taller,Service programado - Cambio de aceite y filtro
270,23,2023-04-12,2023-04-16,en_taller,Reparación correctiva en taller
271,23,2023-04-13,2023-04-17,en_taller,Reparación correctiva en taller
272,23,2023-06-29,2023-07-01,en_taller,  service programado - cambio de cubiertas  
273,23,2023-09-15,2023-09-17,en_taller,Service programado - Cambio de aceite y filtro
274,23,2023-12-07,2023-12-09,en_taller,Reparación correctiva en taller
275,23,2023-12-29,2023-12-30,en_taller,Service programado - Cambio de aceite y filtro
276,23,2023-12-29,2023-12-31,en_taller,Service programado - Service de frenos
277,23,2024-04-03,2024-04-05,en_taller,Service programado - Cambio de aceite y filtro
278,23,2024-04-03,2024-04-05,en_taller,Serv. programado - Cambio de correa de distribución
279,23,2024-05-25,2024-05-28,en_taller,Reparación correctiva en taller
280,23,2024-09-10,2024-09-11,en_taller,Service programado - Cambio de aceite y filtro
281,23,2024-10-26,2024-10-31,en_taller,Reparación correctiva en taller
282,23,2024-12-12,2024-12-17,en_taller,Reparación correctiva en taller
283,23,2024-12-30,,en_taller,Service programado - Cambio de aceite y filtro
284,23,2024-12-30,,en_taller,Service programado - Service de frenos
285,23,2024-12-30,,en_taller,Service programado - Cambio de cubiertas
286,24,2024-04-13,2024-04-15,en_taller,Service programado - Cambio de aceite y filtro
373,24,2024-08-06,2024-08-08,fuera_de_servicio,Falla eléctrica menor
287,24,2024-09-05,2024-09-07,en_taller,Service programado - Cambio de aceite y filtro
288,24,2024-12-29,2024-12-30,en_taller,Service programado - Cambio de aceite y filtro
289,24,2024-12-29,2024-12-30,en_taller,Service programado - Service de frenos
290,25,2022-01-30,2022-02-01,en_taller,Service programado - Cambio de aceite y filtro
291,25,2022-04-04,2022-04-06,en_taller,Service programado - Cambio de cubiertas
292,25,2022-06-26,2022-06-27,en_taller,  service programado - cambio de aceite y filtro  
376,25,2022-07-19,2022-07-22,fuera_de_servicio,  revisión técnica vencida  
293,25,2022-11-06,2022-11-07,en_taller,Service programado - Cambio de aceite y filtro
294,25,2022-11-06,2022-11-08,en_taller,Service programado - Service de frenos
374,25,2022-12-15,2022-12-25,fuera_de_servicio,Pinchadura en ruta
295,25,2022-12-24,2022-12-26,en_taller,Reparación correctiva en taller
296,25,2023-02-12,2023-02-13,en_taller,Service programado - Cambio de aceite y filtro
297,25,2023-02-12,2023-02-14,en_taller,Service programado - Cambio de correa de distribución
298,25,2023-03-04,2023-03-05,en_taller,Reparación correctiva en taller
375,25,2023-06-02,2023-06-08,fuera_de_servicio,faltante de neumático de auxilio
299,25,2023-06-13,2023-06-15,en_taller,Service programado - Cambio de aceite y filtro
300,25,2023-10-20,2023-10-22,en_taller,Service programado - Cambio de aceite y filtro
301,25,2023-10-20,2023-10-22,en_taller,Service programado - Service de frenos
302,25,2023-10-20,2023-10-21,en_taller,Service programado - Cambio de cubiertas
303,25,2023-12-01,2023-12-03,en_taller,reparación correctiva en taller
304,25,2024-01-26,2024-01-28,en_taller,Service programado - Cambio de aceite y filtro
305,25,2024-05-25,2024-05-27,en_taller,Service programado - Cambio de aceite y filtro
306,25,2024-10-29,2024-10-30,en_taller,SERVICE PROGRAMADO - CAMBIO DE ACEITE Y FILTRO
307,25,2024-10-29,2024-10-30,en_taller,Service programado - Service de frenos
308,26,2022-02-05,2022-02-06,en_taller,Service programado - Cambio de aceite y filtro
309,26,2022-04-28,2022-05-02,en_taller,Reparación correctiva en taller
310,26,2022-07-12,2022-07-14,en_taller,Service programado - Cambio de aceite y filtro
311,26,2022-07-12,2022-07-14,en_taller,Serv. programado - Serv. de frenos
312,26,2022-09-13,2022-09-19,en_taller,Reparación correctiva en taller
313,26,2022-12-03,2022-12-05,en_taller,Service programado - Cambio de aceite y filtro
314,26,2022-12-03,2022-12-05,en_taller,Service programado - Cambio de correa de distribución
315,26,2023-03-14,2023-03-15,en_taller,Serv. programado - Cambio de aceite y filtro
316,26,2023-08-13,2023-08-14,en_taller,Service programado - Cambio de aceite y filtro
317,26,2023-08-13,2023-08-14,en_taller,Service programado - Service de frenos
318,26,2023-08-13,2023-08-15,en_taller,Service programado - Cambio de cubiertas
319,26,2023-12-14,2023-12-15,en_taller,Service programado - Cambio de aceite y filtro
320,26,2024-01-24,2024-01-26,en_taller,Reparación correctiva en taller
321,26,2024-03-30,2024-04-01,en_taller,Service programado - Cambio de aceite y filtro
322,26,2024-09-10,2024-09-12,en_taller,Service programado - Cambio de aceite y filtro
323,26,2024-09-10,2024-09-12,en_taller,Service programado - Service de frenos
324,26,2024-11-14,2024-11-18,en_taller,Reparación correctiva en taller
325,26,2024-11-14,2024-11-19,en_taller,Reparación correctiva en taller
326,27,2022-02-06,2022-02-08,en_taller,Service programado - Cambio de cubiertas
327,27,2022-04-11,2022-04-12,en_taller,Service programado - Cambio de aceite y filtro
377,27,2022-06-22,2022-07-02,fuera_de_servicio,Revisión técnica vencida
328,27,2022-09-14,2022-09-15,en_taller,Service programado - Cambio de aceite y filtro
329,27,2022-09-14,2022-09-15,en_taller,service programado - Service de frenos
330,27,2023-01-05,2023-01-07,en_taller,Service programado - Cambio de aceite y filtro
331,27,2023-01-05,2023-01-06,en_taller,Service programado - Cambio de correa de distribución
332,27,2023-04-22,2023-04-24,en_taller,service programado - Cambio de aceite y filtro
333,27,2023-10-01,2023-10-02,en_taller,Service programado - Cambio de aceite y filtro
334,27,2023-10-01,2023-10-03,en_taller,Service programado - Service de frenos
335,27,2023-10-01,2023-10-03,en_taller,Service programado - Cambio de cubiertas
336,27,2024-01-11,2024-01-12,en_taller,SERVICE PROGRAMADO - CAMBIO DE ACEITE Y FILTRO
337,27,2024-04-22,2024-04-24,en_taller,Service programado - Cambio de aceite y filtro
338,27,2024-10-13,2024-10-14,en_taller,Service programado - Cambio de aceite y filtro
