viaje_id,vehiculo_id,chofer_id,zona_id,fecha,km_inicial,km_final,hora_salida,hora_llegada
53,4,1,2,2022-01-06,133235.1,133402.7,06:13,13:43
54,1,6,2,2022-01-06,111022.9,111135.6,07:48,13:23
55,16,14,6,2022-01-06,142577.1,142717.6,07:01,11:32
56,9,15,5,2022-01-06,91490.9,91531.4,08:52,11:22
57,18,21,5,2022-01-06,102646.0,102832.4,08:18,16:00
58,21,30,10,2022-01-06,115812.5,115935.8,06:30,14:18
59,27,27,8,2022-01-06,132155.5,132319.8,08:20,14:37
60,23,35,11,2022-01-06,94241.0,94297.6,08:31,10:33
61,12,22,5,2022-01-06,140133.1,140214.0,06:10,13:29
62,25,25,7,2022-01-06,127710.8,127804.5,07:25,10:57
63,26,31,9,2022-01-06,137059.1,137115.1,08:57,11:16
64,29,25,8,2022-01-07,116373.1,116507.7,06:08,13:06
65,25,28,7,2022-01-07,127804.5,127913.1,08:43,13:30
66,23,29,9,2022-01-07,94297.6,94381.6,08:17,11:46
67,4,2,1,2022-01-07,133402.7,133522.5,06:26,14:37
68,21,34,10,2022-01-07,115935.8,115994.1,08:14,10:15
69,6,9,2,2022-01-07,110288.3,110429.9,08:18,16:10
70,8,5,2,2022-01-07,125072.6,125221.0,08:01,14:45
71,16,16,6,2022-01-07,142717.6,142859.8,07:18,12:57
72,5,10,1,2022-01-07,108172.2,108300.1,07:23,11:18
73,2,7,2,2022-01-07,132980.4,133022.4,06:48,09:07
74,20,22,5,2022-01-07,115368.5,115431.5,07:38,13:12
75,12,17,5,2022-01-07,140214.0,140301.4,08:21,14:46
76,26,32,10,2022-01-07,137115.1,137189.7,08:55,14:43
77,1,8,3,2022-01-07,111135.6,111277.8,08:43,14:55
78,27,31,11,2022-01-07,132319.8,132440.1,08:24,12:18
79,23,34,9,2022-01-08,94381.6,94425.0,07:23,09:20
80,25,31,8,2022-01-08,127913.1,128045.2,07:06,13:33
81,4,8,2,2022-01-08,133522.5,133708.9,08:39,15:19
82,3,2,2,2022-01-08,109024.5,109163.3,07:45,13:56
83,8,5,3,2022-01-08,125221.0,125309.0,08:50,12:05
84,21,29,7,2022-01-08,115994.1,116077.5,07:42,10:47
85,9,24,5,2022-01-08,91531.4,91649.8,08:18,13:15
86,15,22,5,2022-01-08,135965.8,136070.0,08:25,16:04
87,14,16,6,2022-01-08,88523.4,88643.7,07:43,12:43
88,27,33,10,2022-01-08,132440.1,132503.5,06:55,10:14
89,29,30,10,2022-01-08,116507.7,116682.0,06:04,13:29
90,26,28,11,2022-01-08,137189.7,137269.6,08:35,13:05
91,20,18,5,2022-01-08,115431.5,115473.7,07:54,09:52
92,6,4,1,2022-01-08,110429.9,110519.9,06:55,14:06
93,5,7,1,2022-01-08,108300.1,108332.1,08:06,09:28
94,15,17,5,2022-01-09,136070.0,136189.1,07:52,14:22
95,20,16,6,2022-01-09,115473.7,115598.5,07:40,12:15
96,25,31,11,2022-01-09,128045.2,128136.8,08:04,12:24
97,29,29,10,2022-01-09,116682.0,116827.1,08:38,15:52
98,23,34,7,2022-01-09,94425.0,94478.4,06:17,10:17
99,18,12,5,2022-01-09,102832.4,102871.6,07:45,09:09
100,8,5,2,2022-01-09,125309.0,125469.6,06:09,11:11
101,5,1,2,2022-01-09,108332.1,108440.5,06:17,13:02
102,26,25,8,2022-01-09,137269.6,137455.3,07:01,12:19
103,14,14,5,2022-01-09,88643.7,88819.1,06:16,12:41
104,16,24,4,2022-01-09,142859.8,142888.9,07:55,09:13
105,4,3,1,2022-01-09,133708.9,133857.9,08:57,13:57
106,2,8,1,2022-01-09,133022.4,133064.4,06:37,08:53
107,21,35,8,2022-01-09,116077.5,116140.2,06:37,11:05
108,27,32,9,2022-01-09,132503.5,132559.7,06:37,08:43
109,6,9,3,2022-01-09,110519.9,110585.5,07:28,12:49
110,15,17,5,2022-01-10,136189.1,136349.0,06:17,12:57
111,11,20,5,2022-01-10,103721.7,103754.3,06:07,07:37
112,23,26,7,2022-01-10,94478.4,94613.5,06:12,11:28
113,14,24,4,2022-01-10,88819.1,88858.0,07:28,08:51
114,25,29,10,2022-01-10,128136.8,128274.3,06:54,12:05
115,27,32,9,2022-01-10,132559.7,132648.3,06:40,09:25
116,26,33,11,2022-01-10,137455.3,137523.8,08:38,13:22
117,9,15,6,2022-01-10,91649.8,91753.2,06:38,13:10
118,1,3,3,2022-01-10,111277.8,111409.4,08:00,14:59
119,12,12,5,2022-01-10,140301.4,140445.0,07:39,13:07
120,29,28,8,2022-01-10,116827.1,116972.0,08:12,14:01
121,21,31,10,2022-01-10,116140.2,116200.8,06:58,09:31
122,8,2,2,2022-01-10,125469.6,125611.5,06:38,13:22
123,3,8,1,2022-01-10,109163.3,109297.2,06:26,14:15
124,5,4,1,2022-01-10,108440.5,108544.5,06:56,10:15
125,2,10,2,2022-01-10,133064.4,133099.2,08:32,09:54
126,8,8,1,2022-01-11,125611.5,125727.3,06:50,12:00
127,25,29,10,2022-01-11,128274.3,128381.9,06:23,13:45
128,29,31,8,2022-01-11,116972.0,117147.9,06:25,12:50
129,21,26,8,2022-01-11,116200.8,116276.1,07:19,09:46
130,3,2,3,2022-01-11,109297.2,109383.0,07:23,12:13
131,1,3,2,2022-01-11,111409.4,111595.0,07:22,12:40
132,4,6,2,2022-01-11,133857.9,133983.0,08:39,13:53
133,27,33,11,2022-01-11,132648.3,132706.3,06:39,09:49
134,16,21,6,2022-01-11,142888.9,142988.4,06:57,10:05
135,20,16,5,2022-01-11,115598.5,115763.6,07:40,15:37
136,26,28,10,2022-01-11,137523.8,137594.1,08:26,12:13
137,15,17,5,2022-01-11,136349.0,136461.5,06:45,11:57
138,23,35,7,2022-01-11,94613.5,94677.1,08:04,11:52
139,5,10,2,2022-01-11,108544.5,108590.4,06:56,08:59
140,7,1,1,2022-01-11,115620.6,115650.7,06:17,07:38
141,6,9,2,2022-01-12,110585.5,110727.0,07:16,13:21
142,2,4,3,2022-01-12,133099.2,133232.7,06:52,11:26
143,26,26,7,2022-01-12,137594.1,137678.0,06:47,10:05
144,7,8,2,2022-01-12,115650.7,115680.5,06:15,07:42
145,14,19,5,2022-01-12,88858.0,88940.9,08:25,14:45
146,11,18,5,2022-01-12,103754.3,103892.3,07:26,14:50
147,8,6,1,2022-01-12,125727.3,125915.1,06:26,12:13
148,3,3,2,2022-01-12,109383.0,109576.2,06:44,11:50
149,16,16,6,2022-01-12,142988.4,143061.8,07:56,12:15
150,21,25,9,2022-01-12,116276.1,116333.9,08:02,11:11
151,25,28,11,2022-01-12,128381.9,128458.4,07:17,11:02
152,27,32,8,2022-01-12,132706.3,132788.1,06:51,12:46
153,23,33,8,2022-01-12,94677.1,94718.4,08:14,09:48
154,29,35,10,2022-01-12,117147.9,117228.4,08:24,12:11
155,26,31,7,2022-01-13,137678.0,137746.6,07:50,12:58
156,25,25,9,2022-01-13,128458.4,128517.4,08:47,11:09
157,21,29,10,2022-01-13,116333.9,116505.5,07:19,12:24
158,29,32,10,2022-01-13,117228.4,117267.8,07:31,09:19
159,14,17,5,2022-01-13,88940.9,89130.7,06:37,12:27
160,15,16,5,2022-01-13,136461.5,136543.0,07:10,10:29
161,1,3,2,2022-01-13,111595.0,111777.4,08:15,15:11
162,11,23,6,2022-01-13,103892.3,103918.4,06:17,07:49
163,20,20,4,2022-01-13,115763.6,115795.6,08:30,10:04
164,27,35,8,2022-01-13,132788.1,132815.9,07:21,08:45
165,3,8,3,2022-01-13,109576.2,109729.3,06:58,11:51
166,23,33,8,2022-01-13,94718.4,94836.1,07:15,13:11
167,8,7,1,2022-01-13,125915.1,126032.0,06:11,11:23
168,6,10,2,2022-01-13,110727.0,110863.1,06:32,13:49
169,5,1,1,2022-01-13,108590.4,108728.5,07:03,12:12
170,4,4,2,2022-01-13,133983.0,134016.2,06:13,08:01
171,12,14,6,2022-01-13,140445.0,140520.1,08:34,14:07
172,16,18,5,2022-01-13,143061.8,143143.9,08:10,12:47
173,18,21,5,2022-01-14,102871.6,103007.2,08:14,16:05
174,27,33,8,2022-01-14,132815.9,132885.7,07:32,14:00
175,21,26,8,2022-01-14,116505.5,116554.5,08:17,10:41
176,11,14,5,2022-01-14,103918.4,104043.0,06:25,13:39
177,26,28,10,2022-01-14,137746.6,137862.5,06:15,12:09
178,7,7,1,2022-01-14,115680.5,115720.0,08:30,10:31
179,25,27,11,2022-01-14,128517.4,128610.6,08:03,13:17
180,5,9,3,2022-01-14,108728.5,108820.1,07:05,10:28
181,1,3,2,2022-01-14,111777.4,111898.9,07:50,15:42
182,8,2,2,2022-01-14,126032.0,126117.6,07:23,10:53
183,4,6,1,2022-01-14,134016.2,134090.4,08:15,14:19
184,9,17,6,2022-01-14,91753.2,91856.8,06:50,11:40
185,29,35,9,2022-01-14,117267.8,117323.7,08:11,10:43
186,23,25,7,2022-01-14,94836.1,94928.8,06:37,09:26
187,27,29,9,2022-01-15,132885.7,132923.3,07:00,09:32
188,18,18,6,2022-01-15,103007.2,103065.6,08:09,14:23
189,21,35,10,2022-01-15,116554.5,116742.9,06:36,14:22
190,23,26,8,2022-01-15,94928.8,95093.0,08:28,13:55
191,26,34,8,2022-01-15,137862.5,137953.8,08:00,12:05
192,25,27,11,2022-01-15,128610.6,128748.5,07:39,12:27
193,6,10,1,2022-01-15,110863.1,110925.1,07:36,13:23
194,12,13,5,2022-01-15,140520.1,140697.7,07:42,12:22
195,9,17,5,2022-01-15,91856.8,92036.1,07:42,12:48
196,20,19,5,2022-01-15,115795.6,115843.9,08:17,10:47
197,3,4,3,2022-01-15,109729.3,109829.3,07:39,11:29
198,5,7,2,2022-01-15,108820.1,108942.0,07:08,12:58
199,1,9,2,2022-01-15,111898.9,112073.7,06:24,11:12
200,7,2,1,2022-01-15,115720.0,115896.8,06:18,13:42
201,8,6,2,2022-01-15,126117.6,126147.0,07:45,09:12
202,29,31,7,2022-01-15,117323.7,117375.9,06:52,09:15
203,6,8,1,2022-01-16,110925.1,111109.8,06:11,13:04
204,21,32,8,2022-01-16,116742.9,116795.8,06:38,11:32
205,16,21,5,2022-01-16,143143.9,143328.7,08:08,13:40
206,12,13,5,2022-01-16,140697.7,140808.2,08:50,13:46
207,25,33,10,2022-01-16,128748.5,128813.9,07:18,12:46
208,23,30,10,2022-01-16,95093.0,95188.9,08:31,12:36
209,11,19,6,2022-01-16,104043.0,104227.6,06:57,12:24
210,26,31,11,2022-01-16,137953.8,138007.7,07:23,10:51
211,18,23,5,2022-01-16,103065.6,103100.0,07:18,08:43
212,29,25,7,2022-01-16,117375.9,117549.7,07:50,13:38
213,4,7,1,2022-01-16,134090.4,134155.7,06:36,10:26
214,5,6,3,2022-01-16,108942.0,109037.7,06:58,10:01
215,27,29,9,2022-01-16,132923.3,132986.9,08:14,11:27
216,8,1,2,2022-01-16,126147.0,126241.1,07:56,13:31
217,7,5,2,2022-01-16,115896.8,116009.6,06:48,13:50
218,29,29,8,2022-01-17,117549.7,117692.5,08:09,12:11
219,18,16,5,2022-01-17,103100.0,103248.5,07:52,16:03
220,15,18,5,2022-01-17,136543.0,136657.0,07:47,12:18
221,26,26,8,2022-01-17,138007.7,138115.0,08:12,13:56
222,25,35,7,2022-01-17,128813.9,128891.5,07:43,10:33
223,6,4,1,2022-01-17,111109.8,111260.2,06:13,11:18
224,5,3,2,2022-01-17,109037.7,109212.1,07:31,12:14
225,14,20,6,2022-01-17,89130.7,89265.2,06:50,11:07
226,4,5,3,2022-01-17,134155.7,134274.7,07:40,13:01
227,8,7,1,2022-01-17,126241.1,126310.4,08:17,10:18
228,20,24,4,2022-01-17,115843.9,115873.9,08:12,09:45
229,21,31,10,2022-01-17,116795.8,116832.5,08:34,10:00
230,27,28,10,2022-01-17,132986.9,133067.9,07:47,14:18
231,23,34,9,2022-01-17,95188.9,95252.3,08:03,10:02
232,1,10,2,2022-01-17,112073.7,112151.8,06:11,09:24
233,3,9,1,2022-01-18,109829.3,109888.6,06:05,09:55
234,4,4,1,2022-01-18,134274.7,134372.3,07:45,12:57
235,26,28,7,2022-01-18,138115.0,138173.5,07:54,10:28
236,11,12,4,2022-01-18,104227.6,104265.1,08:47,10:15
237,6,8,2,2022-01-18,111260.2,111358.0,06:09,13:10
238,15,17,5,2022-01-18,136657.0,136785.1,06:03,12:27
239,16,19,5,2022-01-18,143328.7,143449.0,08:00,13:19
240,14,23,6,2022-01-18,89265.2,89349.4,07:34,12:15
241,21,35,11,2022-01-18,116832.5,116865.2,08:10,10:48
242,23,31,10,2022-01-18,95252.3,95334.7,08:44,11:53
243,25,25,10,2022-01-18,128891.5,129068.0,08:38,15:22
244,29,32,9,2022-01-18,117692.5,117780.8,06:26,09:56
245,7,1,2,2022-01-18,116009.6,116169.4,08:00,14:48
246,18,16,5,2022-01-18,103248.5,103341.4,08:26,15:15
247,8,5,3,2022-01-18,126310.4,126462.9,07:24,14:10
248,27,27,8,2022-01-18,133067.9,133178.0,06:21,12:35
249,1,10,3,2022-01-19,112151.8,112285.8,08:18,13:50
250,29,28,10,2022-01-19,117780.8,117841.9,08:46,13:45
251,25,27,10,2022-01-19,129068.0,129113.4,07:09,10:00
252,7,1,2,2022-01-19,116169.4,116260.8,06:53,11:47
253,21,31,9,2022-01-19,116865.2,116939.0,08:44,11:09
254,26,35,11,2022-01-19,138173.5,138298.8,08:49,12:34
255,20,11,5,2022-01-19,115873.9,115912.7,08:06,09:33
256,12,18,6,2022-01-19,140808.2,140994.0,08:16,16:11
257,8,7,1,2022-01-19,126462.9,126619.6,07:55,12:54
258,15,22,5,2022-01-19,136785.1,136860.6,06:33,12:36
259,23,33,7,2022-01-19,95334.7,95422.3,08:35,13:33
260,11,21,5,2022-01-19,104265.1,104380.8,06:56,14:23
261,3,9,2,2022-01-19,109888.6,110046.9,06:35,13:32
262,27,34,8,2022-01-19,133178.0,133260.4,07:57,14:37
263,6,6,1,2022-01-19,111358.0,111400.8,08:11,09:44
264,9,14,5,2022-01-20,92036.1,92095.4,06:31,13:55
265,15,21,6,2022-01-20,136860.6,136988.3,06:06,13:09
266,26,35,7,2022-01-20,138298.8,138356.2,06:54,10:15
267,7,1,2,2022-01-20,116260.8,116407.0,07:57,13:13
268,2,3,2,2022-01-20,133232.7,133369.6,06:39,12:32
269,23,28,10,2022-01-20,95422.3,95494.9,08:44,14:04
270,25,33,11,2022-01-20,129113.4,129162.3,08:25,11:40
271,12,19,5,2022-01-20,140994.0,141188.9,06:53,14:30
272,21,27,10,2022-01-20,116939.0,117015.5,07:15,10:39
273,29,31,8,2022-01-20,117841.9,117966.6,07:58,15:54
274,1,4,3,2022-01-20,112285.8,112331.1,06:34,08:25
275,27,34,9,2022-01-20,133260.4,133314.7,07:51,11:02
276,3,5,3,2022-01-20,110046.9,110229.0,06:48,12:58
277,5,6,1,2022-01-20,109212.1,109285.5,06:08,12:02
278,4,2,1,2022-01-20,134372.3,134466.0,06:26,13:13
279,16,23,5,2022-01-21,143449.0,143531.9,06:37,12:31
280,1,5,2,2022-01-21,112331.1,112513.5,08:13,15:27
281,7,8,3,2022-01-21,116407.0,116474.8,07:27,10:09
282,11,19,5,2022-01-21,104380.8,104489.5,08:51,13:44
283,15,20,5,2022-01-21,136988.3,137051.5,07:57,13:33
284,5,7,2,2022-01-21,109285.5,109358.2,07:17,14:09
285,8,1,1,2022-01-21,126619.6,126674.7,07:55,10:27
286,23,31,10,2022-01-21,95494.9,95676.8,07:30,12:14
287,26,27,7,2022-01-21,138356.2,138450.4,06:31,10:21
288,29,25,8,2022-01-21,117966.6,118056.5,08:18,13:34
289,25,33,9,2022-01-21,129162.3,129198.1,06:09,07:59
290,27,34,11,2022-01-21,133314.7,133401.5,06:34,11:00
291,6,9,1,2022-01-21,111400.8,111548.6,08:25,14:21
292,14,16,6,2022-01-21,89349.4,89511.3,07:47,13:17
293,21,32,10,2022-01-21,117015.5,117054.9,08:35,10:04
294,27,26,8,2022-01-22,133401.5,133535.6,06:58,12:05
295,25,30,8,2022-01-22,129198.1,129234.1,06:37,08:35
296,12,22,5,2022-01-22,141188.9,141269.7,07:04,12:09
297,9,18,5,2022-01-22,92095.4,92212.0,08:29,15:51
298,23,33,7,2022-01-22,95676.8,95766.1,08:22,13:21
299,29,28,9,2022-01-22,118056.5,118093.4,08:01,10:46
300,3,7,3,2022-01-22,110229.0,110327.8,07:55,14:54
301,18,17,6,2022-01-22,103341.4,103403.5,07:33,12:09
302,26,29,11,2022-01-22,138450.4,138559.7,07:02,11:06
303,2,10,1,2022-01-22,133369.6,133401.9,08:37,10:46
304,21,35,10,2022-01-22,117054.9,117232.5,07:52,13:02
305,4,9,1,2022-01-22,134466.0,134596.6,06:02,12:51
306,6,5,2,2022-01-22,111548.6,111678.3,08:38,15:08
307,15,14,5,2022-01-22,137051.5,137085.2,08:39,10:14
308,5,1,2,2022-01-22,109358.2,109414.6,07:49,11:26
309,7,1,3,2022-01-23,116474.8,116542.9,07:31,12:55
310,29,33,10,2022-01-23,118093.4,118147.7,08:07,11:04
311,15,14,5,2022-01-23,137085.2,137139.5,07:55,13:35
312,9,23,5,2022-01-23,92212.0,92340.4,07:15,13:35
313,5,4,1,2022-01-23,109414.6,109545.3,06:03,13:04
314,8,9,1,2022-01-23,126674.7,126755.7,06:08,12:23
315,12,22,6,2022-01-23,141269.7,141426.1,08:07,14:58
316,21,26,10,2022-01-23,117232.5,117400.8,07:40,14:04
317,26,32,9,2022-01-23,138559.7,138601.7,07:47,10:03
318,20,11,4,2022-01-23,115912.7,115945.3,07:55,09:14
319,3,6,2,2022-01-23,110327.8,110455.6,07:43,14:15
320,25,30,11,2022-01-23,129234.1,129356.7,06:36,11:11
321,1,2,2,2022-01-23,112513.5,112562.5,07:35,09:41
322,23,34,8,2022-01-23,95766.1,95809.3,07:20,09:34
323,27,29,7,2022-01-23,133535.6,133648.3,07:11,12:03
324,6,8,2,2022-01-23,111678.3,111863.1,08:40,16:46
325,11,19,5,2022-01-24,104489.5,104668.3,06:15,14:19
326,9,20,5,2022-01-24,92340.4,92482.0,07:29,15:39
327,23,28,8,2022-01-24,95809.3,95891.1,06:11,14:02
328,7,8,2,2022-01-24,116542.9,116703.6,07:17,12:30
329,8,5,2,2022-01-24,126755.7,126842.2,07:51,15:54
330,2,4,2,2022-01-24,133401.9,133450.7,08:03,09:53
331,6,2,3,2022-01-24,111863.1,111951.8,06:49,11:04
332,27,27,11,2022-01-24,133648.3,133702.0,07:42,10:31
333,20,23,5,2022-01-24,115945.3,115990.6,06:16,08:14
334,29,32,10,2022-01-24,118147.7,118194.8,07:27,12:18
335,21,30,9,2022-01-24,117400.8,117487.2,06:21,09:26
336,15,22,6,2022-01-24,137139.5,137220.7,08:10,12:48
337,26,29,8,2022-01-24,138601.7,138646.2,07:13,09:22
338,5,3,1,2022-01-24,109545.3,109707.7,07:57,15:44
339,25,33,7,2022-01-24,129356.7,129397.8,06:31,09:07
340,18,21,4,2022-01-24,103403.5,103444.9,08:41,10:05
341,3,6,1,2022-01-24,110455.6,110525.7,08:27,12:03
342,26,34,8,2022-01-25,138646.2,138779.8,07:35,15:12
343,21,35,11,2022-01-25,117487.2,117565.7,06:13,11:01
344,1,5,2,2022-01-25,112562.5,112694.1,07:03,12:28
345,3,7,2,2022-01-25,110525.7,110660.6,06:57,12:07
346,23,26,8,2022-01-25,95891.1,95985.3,07:29,10:07
347,6,9,3,2022-01-25,111951.8,112063.6,06:13,10:05
348,29,28,10,2022-01-25,118194.8,118359.4,07:23,13:17
349,25,32,10,2022-01-25,129397.8,129506.3,07:25,10:36
350,27,25,9,2022-01-25,133702.0,133761.3,06:54,09:53
351,16,16,6,2022-01-25,143531.9,143582.5,07:26,11:18
352,5,2,1,2022-01-25,109707.7,109840.4,07:57,15:16
353,15,22,5,2022-01-25,137220.7,137351.1,08:13,14:43
354,7,4,1,2022-01-25,116703.6,116764.0,07:08,09:18
355,20,21,5,2022-01-25,115990.6,116126.4,07:53,14:27
356,5,4,2,2022-01-26,109840.4,109932.4,08:34,13:26
357,27,25,7,2022-01-26,133761.3,133832.6,06:30,09:15
358,2,7,3,2022-01-26,133450.7,133553.6,06:39,11:09
359,9,17,5,2022-01-26,92482.0,92533.9,08:31,10:54
360,26,33,8,2022-01-26,138779.8,138924.6,06:38,11:56
361,25,26,11,2022-01-26,129506.3,129606.1,07:51,13:13
362,7,2,2,2022-01-26,116764.0,116957.6,07:36,13:32
363,23,30,10,2022-01-26,95985.3,96080.3,06:52,13:48
364,3,6,1,2022-01-26,110660.6,110778.4,08:56,14:06
365,29,27,9,2022-01-26,118359.4,118398.0,07:37,10:09
366,15,19,5,2022-01-26,137351.1,137541.2,07:33,15:06
367,14,21,5,2022-01-26,89511.3,89621.9,06:29,11:48
368,12,22,6,2022-01-26,141426.1,141503.4,07:11,12:21
369,21,34,10,2022-01-26,117565.7,117684.7,07:11,10:27
370,4,9,1,2022-01-26,134596.6,134664.7,06:15,10:50
371,26,33,7,2022-01-27,138924.6,138964.3,07:24,09:13
372,15,13,6,2022-01-27,137541.2,137576.9,07:49,09:42
373,4,9,2,2022-01-27,134664.7,134746.4,07:05,10:19
374,23,34,11,2022-01-27,96080.3,96136.6,08:20,11:30
375,11,18,6,2022-01-27,104668.3,104736.5,08:23,14:08
376,1,3,2,2022-01-27,112694.1,112873.8,07:29,12:29
377,14,16,5,2022-01-27,89621.9,89798.7,07:39,14:01
378,8,8,1,2022-01-27,126842.2,126906.4,07:05,09:27
379,27,32,8,2022-01-27,133832.6,133984.1,07:58,14:06
380,21,28,8,2022-01-27,117684.7,117720.6,06:08,08:40
381,29,29,10,2022-01-27,118398.0,118532.3,08:25,16:34
382,25,31,10,2022-01-27,129606.1,129675.0,08:45,13:45
383,20,19,5,2022-01-27,116126.4,116236.8,06:19,10:58
384,3,7,1,2022-01-27,110778.4,110908.9,06:22,11:19
385,6,10,3,2022-01-27,112063.6,112152.3,07:09,12:31
386,8,1,2,2022-01-28,126906.4,126957.1,06:07,08:02
387,1,3,2,2022-01-28,112873.8,113042.1,07:37,12:50
388,29,33,11,2022-01-28,118532.3,118610.9,08:32,12:14
389,5,9,1,2022-01-28,109932.4,110005.3,07:46,15:38
390,21,26,9,2022-01-28,117720.6,117750.4,06:48,08:32
391,3,6,3,2022-01-28,110908.9,110966.6,06:39,11:06
392,16,13,5,2022-01-28,143582.5,143635.3,08:16,13:25
393,6,5,1,2022-01-28,112152.3,112189.4,06:40,09:43
394,7,10,2,2022-01-28,116957.6,117051.9,07:07,12:32
395,26,28,10,2022-01-28,138964.3,139114.6,06:41,14:21
396,27,31,8,2022-01-28,133984.1,134098.9,08:39,16:07
397,23,25,7,2022-01-28,96136.6,96213.0,06:22,10:27
398,14,14,6,2022-01-28,89798.7,89862.8,08:20,14:59
399,11,17,5,2022-01-28,104736.5,104838.5,07:18,12:08
400,20,18,5,2022-01-28,116236.8,116337.8,06:39,14:09
401,25,34,10,2022-01-29,129675.0,129760.0,06:17,11:39
402,21,26,7,2022-01-29,117750.4,117855.7,07:08,10:45
403,11,12,6,2022-01-29,104838.5,104918.9,08:23,13:10
404,15,11,4,2022-01-29,137576.9,137605.8,06:30,08:00
405,27,33,10,2022-01-29,134098.9,134167.7,08:16,10:58
406,1,3,2,2022-01-29,113042.1,113189.0,08:50,13:45
407,26,29,8,2022-01-29,139114.6,139289.5,08:50,13:35
408,23,30,8,2022-01-29,96213.0,96259.4,07:27,09:50
409,29,32,11,2022-01-29,118610.9,118724.1,08:35,12:53
410,5,10,3,2022-01-29,110005.3,110078.1,06:02,11:00
411,6,1,2,2022-01-29,112189.4,112308.0,08:21,14:59
412,3,5,2,2022-01-29,110966.6,111036.9,08:38,12:26
413,20,13,5,2022-01-29,116337.8,116480.8,06:19,13:20
414,18,18,5,2022-01-29,103444.9,103639.4,06:27,12:49
415,16,16,5,2022-01-29,143635.3,143688.1,07:50,09:44
416,7,6,1,2022-01-29,117051.9,117155.6,08:03,12:00
417,4,2,1,2022-01-29,134746.4,134843.3,08:48,16:59
418,25,31,11,2022-01-30,129760.0,129840.6,07:17,10:45
419,27,32,10,2022-01-30,134167.7,134271.8,08:46,12:40
420,23,35,10,2022-01-30,96259.4,96425.5,07:51,15:10
421,14,14,4,2022-01-30,89862.8,89894.2,07:32,09:06
