pedido_id,cliente_id,fecha_pedido,fecha_entrega_estimada,estado
85,1,2023-11-25,2023-11-26,entregado
86,1,2023-12-02,2023-12-04,entregado
87,1,2023-12-07,2023-12-08,entregado
88,1,2023-12-13,2023-12-15,entregado
89,1,2023-12-18,2023-12-20,entregado
90,1,2023-12-23,2023-12-24,entregado
91,1,2023-12-29,2023-12-31,entregado
92,1,2024-01-03,2024-01-04,entregado
93,1,2024-01-09,2024-01-11,entregado
94,1,2024-01-15,2024-01-16,entregado
95,1,2024-01-21,2024-01-22,entregado
96,1,2024-01-26,2024-01-27,entregado
97,1,2024-01-31,2024-02-02,entregado
98,1,2024-02-06,2024-02-07,entregado
99,1,2024-02-13,2024-02-15,entregado
100,1,2024-02-26,2024-02-27,entregado
101,1,2024-03-02,2024-03-04,entregado
102,1,2024-03-09,2024-03-11,entregado
103,1,2024-03-16,2024-03-17,entregado
104,1,2024-03-24,2024-03-26,entregado
105,1,2024-04-08,2024-04-10,entregado
106,1,2024-04-17,2024-04-19,entregado
107,1,2024-04-25,2024-04-26,entregado
108,1,2024-05-04,2024-05-06,entregado
109,1,2024-05-13,2024-05-15,entregado
110,1,2024-05-22,2024-05-24,entregado
111,1,2024-06-01,2024-06-03,entregado
112,1,2024-06-11,2024-06-12,entregado
113,1,2024-06-22,2024-06-24,cancelado
114,1,2024-07-22,2024-07-23,entregado
115,1,2024-07-31,2024-08-02,entregado
116,1,2024-08-09,2024-08-10,entregado
117,1,2024-09-10,2024-09-12,entregado
118,1,2024-09-18,2024-09-19,entregado
119,1,2024-09-26,2024-09-28,entregado
120,1,2024-10-12,2024-10-13,entregado
121,1,2024-10-19,2024-10-20,entregado
122,1,2024-11-02,2024-11-04,entregado
123,1,2024-11-08,2024-11-10,entregado
124,1,2024-11-14,2024-11-15,entregado
125,1,2024-11-20,2024-11-22,entregado
126,1,2024-11-27,2024-11-28,entregado
127,1,2024-12-04,2024-12-06,entregado
128,1,2024-12-10,2024-12-12,entregado
129,1,2024-12-15,2024-12-17,entregado
130,1,2024-12-20,2024-12-22,entregado
131,1,2024-12-25,2024-12-27,entregado
132,1,2024-12-31,2025-01-01,pendiente
133,2,2022-05-02,2022-05-04,entregado
134,2,2022-05-07,2022-05-08,entregado
135,2,2022-05-13,2022-05-14,entregado
136,2,2022-05-20,2022-05-21,entregado
137,2,2022-05-26,2022-05-27,entregado
138,2,2022-06-09,2022-06-10,entregado
139,2,2022-06-15,2022-06-17,entregado
140,2,2022-06-23,2022-06-24,entregado
141,2,2022-07-01,2022-07-02,entregado
142,2,2022-07-07,2022-07-08,entregado
143,2,2022-07-14,2022-07-16,entregado
144,2,2022-07-20,2022-07-22,entregado
145,2,2022-07-26,2022-07-27,entregado
146,2,2022-08-01,2022-08-03,entregado
147,2,2022-08-13,2022-08-14,entregado
148,2,2022-08-18,2022-08-19,entregado
149,2,2022-09-05,2022-09-07,entregado
150,2,2022-09-25,2022-09-27,entregado
151,2,2022-10-06,2022-10-08,entregado
152,2,2022-10-10,2022-10-11,entregado
153,2,2022-10-15,2022-10-17,entregado
154,2,2022-10-19,2022-10-21,entregado
155,2,2022-10-24,2022-10-26,entregado
156,2,2022-10-29,2022-10-30,entregado
157,2,2022-11-03,2022-11-04,entregado
158,2,2022-11-07,2022-11-08,cancelado
159,2,2022-11-15,2022-11-16,entregado
160,2,2022-11-19,2022-11-21,entregado
161,2,2022-11-23,2022-11-25,entregado
162,2,2022-11-28,2022-11-30,entregado
163,2,2022-12-02,2022-12-04,entregado
164,2,2022-12-05,2022-12-06,entregado
165,2,2022-12-08,2022-12-10,entregado
166,2,2022-12-11,2022-12-12,entregado
167,2,2022-12-14,2022-12-15,entregado
168,2,2022-12-18,2022-12-20,entregado
169,2,2022-12-21,2022-12-23,entregado
170,2,2022-12-24,2022-12-26,entregado
171,2,2022-12-28,2022-12-29,entregado
172,2,2023-01-01,2023-01-03,entregado
173,2,2023-01-05,2023-01-06,entregado
174,2,2023-01-09,2023-01-11,entregado
175,2,2023-01-13,2023-01-15,entregado
176,2,2023-01-17,2023-01-19,entregado
177,2,2023-01-21,2023-01-23,entregado
178,2,2023-01-25,2023-01-26,entregado
179,2,2023-01-29,2023-01-31,entregado
180,2,2023-02-01,2023-02-02,entregado
181,2,2023-02-04,2023-02-06,entregado
182,2,2023-02-08,2023-02-10,entregado
183,2,2023-02-11,2023-02-13,entregado
184,2,2023-02-15,2023-02-16,entregado
185,2,2023-02-19,2023-02-21,entregado
186,2,2023-02-23,2023-02-25,entregado
187,2,2023-02-27,2023-02-28,entregado
188,2,2023-03-03,2023-03-04,entregado
189,2,2023-03-07,2023-03-08,entregado
190,2,2023-03-12,2023-03-13,entregado
191,2,2023-03-16,2023-03-17,entregado
192,2,2023-03-24,2023-03-25,entregado
193,2,2023-03-28,2023-03-30,entregado
194,2,2023-04-02,2023-04-03,entregado
195,2,2023-04-08,2023-04-10,entregado
196,2,2023-04-14,2023-04-15,entregado
197,2,2023-04-19,2023-04-21,entregado
198,2,2023-04-29,2023-05-01,entregado
199,2,2023-05-03,2023-05-04,entregado
200,2,2023-05-08,2023-05-10,entregado
201,2,2023-05-14,2023-05-16,entregado
202,2,2023-05-25,2023-05-27,entregado
203,2,2023-06-05,2023-06-07,entregado
204,2,2023-06-12,2023-06-14,entregado
205,2,2023-06-19,2023-06-20,entregado
206,2,2023-06-26,2023-06-28,entregado
207,2,2023-07-02,2023-07-04,entregado
208,2,2023-07-08,2023-07-09,entregado
209,2,2023-07-14,2023-07-16,entregado
210,2,2023-07-28,2023-07-30,entregado
211,2,2023-08-03,2023-08-05,entregado
212,2,2023-08-09,2023-08-11,entregado
213,2,2023-08-22,2023-08-24,entregado
214,2,2023-08-27,2023-08-29,entregado
215,2,2023-09-08,2023-09-09,cancelado
216,2,2023-09-13,2023-09-14,entregado
217,2,2023-09-19,2023-09-20,entregado
218,2,2023-09-30,2023-10-02,entregado
219,2,2023-10-10,2023-10-12,entregado
220,2,2023-10-15,2023-10-17,entregado
221,2,2023-10-19,2023-10-21,entregado
222,2,2023-10-24,2023-10-25,entregado
223,2,2023-10-28,2023-10-29,entregado
224,2,2023-11-01,2023-11-03,entregado
225,2,2023-11-06,2023-11-07,entregado
226,2,2023-11-14,2023-11-16,entregado
227,2,2023-11-18,2023-11-20,entregado
228,2,2023-11-22,2023-11-24,entregado
229,2,2023-11-26,2023-11-28,entregado
230,2,2023-12-01,2023-12-02,entregado
231,2,2023-12-04,2023-12-05,entregado
232,2,2023-12-07,2023-12-08,entregado
233,2,2023-12-11,2023-12-12,entregado
234,2,2023-12-14,2023-12-16,entregado
235,2,2023-12-17,2023-12-18,entregado
236,2,2023-12-21,2023-12-23,entregado
237,2,2023-12-25,2023-12-26,entregado
238,2,2023-12-28,2023-12-29,entregado
239,2,2024-01-01,2024-01-03,entregado
240,2,2024-01-04,2024-01-05,entregado
241,2,2024-01-08,2024-01-09,entregado
242,2,2024-01-11,2024-01-13,entregado
243,2,2024-01-14,2024-01-16,entregado
244,2,2024-01-17,2024-01-19,entregado
245,2,2024-01-20,2024-01-21,entregado
246,2,2024-01-23,2024-01-25,entregado
247,2,2024-01-26,2024-01-28,entregado
248,2,2024-01-29,2024-01-30,entregado
249,2,2024-02-01,2024-02-03,entregado
250,2,2024-02-07,2024-02-08,entregado
251,2,2024-02-11,2024-02-12,entregado
252,2,2024-02-15,2024-02-17,entregado
253,2,2024-02-18,2024-02-19,entregado
254,2,2024-02-22,2024-02-23,entregado
255,2,2024-02-26,2024-02-27,entregado
256,2,2024-03-01,2024-03-03,entregado
257,2,2024-03-05,2024-03-07,entregado
258,2,2024-03-09,2024-03-10,entregado
259,2,2024-03-24,2024-03-25,entregado
260,2,2024-03-29,2024-03-31,entregado
261,2,2024-04-02,2024-04-03,entregado
262,2,2024-04-12,2024-04-13,entregado
263,2,2024-04-17,2024-04-19,entregado
264,2,2024-04-23,2024-04-25,entregado
265,2,2024-04-29,2024-04-30,entregado
266,2,2024-05-04,2024-05-05,entregado
267,2,2024-05-10,2024-05-11,entregado
268,2,2024-05-22,2024-05-24,entregado
269,2,2024-05-28,2024-05-29,entregado
270,2,2024-06-02,2024-06-03,entregado
271,2,2024-06-09,2024-06-11,entregado
272,2,2024-06-30,2024-07-02,entregado
273,2,2024-07-06,2024-07-07,entregado
274,2,2024-07-12,2024-07-14,entregado
275,2,2024-07-26,2024-07-28,entregado
276,2,2024-08-01,2024-08-02,entregado
277,2,2024-08-06,2024-08-07,entregado
278,2,2024-08-11,2024-08-12,entregado
279,2,2024-08-24,2024-08-26,entregado
280,2,2024-08-30,2024-09-01,entregado
281,2,2024-09-10,2024-09-12,entregado
282,2,2024-09-16,2024-09-18,entregado
283,2,2024-09-27,2024-09-28,entregado
284,2,2024-10-03,2024-10-04,entregado
285,2,2024-10-07,2024-10-08,entregado
286,2,2024-10-12,2024-10-13,entregado
287,2,2024-10-17,2024-10-19,entregado
288,2,2024-10-26,2024-10-28,entregado
289,2,2024-10-30,2024-10-31,entregado
290,2,2024-11-03,2024-11-04,entregado
291,2,2024-11-08,2024-11-10,entregado
292,2,2024-11-12,2024-11-14,entregado
293,2,2024-11-16,2024-11-18,entregado
294,2,2024-11-24,2024-11-26,entregado
295,2,2024-11-28,2024-11-30,entregado
296,2,2024-12-02,2024-12-03,entregado
297,2,2024-12-05,2024-12-07,entregado
298,2,2024-12-08,2024-12-09,entregado
299,2,2024-12-11,2024-12-13,entregado
300,2,2024-12-15,2024-12-16,entregado
301,2,2024-12-19,2024-12-21,cancelado
302,2,2024-12-22,2024-12-24,cancelado
303,2,2024-12-26,2024-12-28,entregado
304,2,2024-12-29,2024-12-31,entregado
305,3,2022-01-05,2022-01-06,entregado
306,3,2022-01-10,2022-01-12,entregado
307,3,2022-01-14,2022-01-16,entregado
308,3,2022-01-18,2022-01-20,entregado
309,3,2022-01-22,2022-01-24,entregado
310,3,2022-01-26,2022-01-28,entregado
311,3,2022-01-30,2022-01-31,entregado
312,3,2022-02-03,2022-02-04,entregado
313,3,2022-02-08,2022-02-10,entregado
314,3,2022-02-12,2022-02-13,entregado
315,3,2022-02-16,2022-02-18,entregado
316,3,2022-02-21,2022-02-23,entregado
317,3,2022-02-25,2022-02-26,entregado
318,3,2022-03-01,2022-03-02,entregado
319,3,2022-03-06,2022-03-07,entregado
320,3,2022-03-17,2022-03-18,entregado
321,3,2022-03-23,2022-03-25,entregado
322,3,2022-03-29,2022-03-30,cancelado
323,3,2022-04-04,2022-04-05,entregado
324,3,2022-04-10,2022-04-12,entregado
325,3,2022-04-16,2022-04-17,entregado
326,3,2022-04-21,2022-04-23,cancelado
327,3,2022-04-28,2022-04-30,entregado
328,3,2022-05-11,2022-05-12,entregado
329,3,2022-05-24,2022-05-26,entregado
330,3,2022-05-31,2022-06-01,entregado
331,3,2022-06-08,2022-06-09,entregado
332,3,2022-06-17,2022-06-18,entregado
333,3,2022-06-25,2022-06-26,entregado
334,3,2022-07-04,2022-07-06,entregado
335,3,2022-07-12,2022-07-13,entregado
336,3,2022-07-20,2022-07-22,entregado
337,3,2022-08-05,2022-08-07,entregado
338,3,2022-08-13,2022-08-15,entregado
339,3,2022-08-28,2022-08-29,entregado
340,3,2022-09-03,2022-09-05,entregado
341,3,2022-09-09,2022-09-11,cancelado
342,3,2022-09-15,2022-09-16,entregado
343,3,2022-10-03,2022-10-05,entregado
344,3,2022-10-08,2022-10-09,entregado
345,3,2022-10-14,2022-10-16,entregado
346,3,2022-10-20,2022-10-21,entregado
347,3,2022-10-26,2022-10-28,entregado
348,3,2022-11-05,2022-11-07,entregado
349,3,2022-11-10,2022-11-11,entregado
350,3,2022-11-15,2022-11-16,entregado
351,3,2022-11-21,2022-11-23,entregado
352,3,2022-12-02,2022-12-03,entregado
353,3,2022-12-07,2022-12-08,entregado
354,3,2022-12-11,2022-12-13,entregado
355,3,2022-12-15,2022-12-16,entregado
356,3,2022-12-19,2022-12-21,entregado
357,3,2022-12-23,2022-12-24,entregado
358,3,2022-12-27,2022-12-28,entregado
359,3,2023-01-01,2023-01-03,entregado
360,3,2023-01-06,2023-01-07,entregado
361,3,2023-01-10,2023-01-12,entregado
362,3,2023-01-14,2023-01-15,entregado
363,3,2023-01-18,2023-01-20,entregado
364,3,2023-01-23,2023-01-24,cancelado
365,3,2023-01-27,2023-01-29,entregado
366,3,2023-01-31,2023-02-01,entregado
367,3,2023-02-05,2023-02-07,entregado
368,3,2023-02-10,2023-02-12,entregado
369,3,2023-02-15,2023-02-16,entregado
370,3,2023-02-19,2023-02-21,entregado
371,3,2023-02-23,2023-02-25,entregado
372,3,2023-02-28,2023-03-01,entregado
373,3,2023-03-04,2023-03-06,entregado
374,3,2023-03-10,2023-03-12,entregado
375,3,2023-03-15,2023-03-17,entregado
376,3,2023-03-21,2023-03-23,entregado
377,3,2023-03-26,2023-03-28,entregado
378,3,2023-04-07,2023-04-08,entregado
379,3,2023-04-13,2023-04-14,entregado
380,3,2023-04-19,2023-04-21,entregado
381,3,2023-04-25,2023-04-27,entregado
382,3,2023-05-01,2023-05-03,entregado
383,3,2023-05-07,2023-05-08,entregado
384,3,2023-05-14,2023-05-15,entregado
385,3,2023-05-21,2023-05-23,entregado
386,3,2023-05-29,2023-05-30,entregado
387,3,2023-06-04,2023-06-06,entregado
388,3,2023-06-21,2023-06-23,cancelado
389,3,2023-06-30,2023-07-02,entregado
390,3,2023-07-24,2023-07-25,entregado
391,3,2023-08-08,2023-08-09,entregado
392,3,2023-08-15,2023-08-16,entregado
393,3,2023-08-22,2023-08-24,entregado
394,3,2023-08-28,2023-08-29,entregado
395,3,2023-09-03,2023-09-04,entregado
396,3,2023-09-09,2023-09-11,entregado
397,3,2023-09-16,2023-09-18,entregado
398,3,2023-09-27,2023-09-28,entregado
399,3,2023-10-03,2023-10-05,entregado
400,3,2023-10-08,2023-10-10,entregado
401,3,2023-10-13,2023-10-15,entregado
402,3,2023-10-18,2023-10-19,entregado
403,3,2023-10-23,2023-10-25,entregado
404,3,2023-10-29,2023-10-30,entregado
405,3,2023-11-03,2023-11-05,entregado
406,3,2023-11-08,2023-11-10,cancelado
407,3,2023-11-13,2023-11-15,entregado
408,3,2023-11-23,2023-11-25,entregado
409,3,2023-11-29,2023-12-01,entregado
410,3,2023-12-04,2023-12-05,entregado
411,3,2023-12-08,2023-12-09,entregado
412,3,2023-12-11,2023-12-13,entregado
413,3,2023-12-16,2023-12-17,entregado
414,3,2023-12-20,2023-12-22,entregado
415,3,2023-12-24,2023-12-26,entregado
416,3,2023-12-28,2023-12-30,entregado
417,3,2024-01-02,2024-01-03,entregado
418,3,2024-01-06,2024-01-08,entregado
419,3,2024-01-11,2024-01-12,entregado
420,3,2024-01-15,2024-01-16,entregado
421,3,2024-01-20,2024-01-21,entregado
422,3,2024-01-24,2024-01-25,entregado
423,3,2024-01-28,2024-01-29,entregado
424,3,2024-02-01,2024-02-03,entregado
425,3,2024-02-06,2024-02-08,entregado
426,3,2024-02-10,2024-02-11,entregado
427,3,2024-02-15,2024-02-17,entregado
428,3,2024-02-20,2024-02-21,entregado
429,3,2024-02-24,2024-02-26,entregado
430,3,2024-02-28,2024-03-01,entregado
431,3,2024-03-03,2024-03-04,entregado
432,3,2024-03-08,2024-03-10,entregado
433,3,2024-03-14,2024-03-16,entregado
434,3,2024-03-19,2024-03-21,entregado
435,3,2024-03-24,2024-03-26,entregado
436,3,2024-03-29,2024-03-30,entregado
437,3,2024-04-10,2024-04-12,entregado
438,3,2024-04-22,2024-04-23,entregado
439,3,2024-04-28,2024-04-30,entregado
440,3,2024-05-04,2024-05-06,entregado
441,3,2024-05-11,2024-05-12,entregado
442,3,2024-05-24,2024-05-25,entregado
443,3,2024-05-31,2024-06-01,entregado
444,3,2024-06-15,2024-06-17,entregado
445,3,2024-06-24,2024-06-26,entregado
446,3,2024-07-02,2024-07-03,entregado
447,3,2024-07-10,2024-07-11,entregado
448,3,2024-07-18,2024-07-20,entregado
449,3,2024-07-25,2024-07-27,entregado
450,3,2024-08-02,2024-08-03,entregado
451,3,2024-08-08,2024-08-10,entregado
452,3,2024-08-29,2024-08-30,entregado
453,3,2024-09-05,2024-09-07,entregado
454,3,2024-09-11,2024-09-13,entregado
455,3,2024-09-17,2024-09-18,entregado
456,3,2024-10-07,2024-10-09,entregado
457,3,2024-10-13,2024-10-14,entregado
458,3,2024-10-25,2024-10-26,cancelado
459,3,2024-10-30,2024-10-31,entregado
460,3,2024-11-05,2024-11-07,entregado
461,3,2024-11-10,2024-11-12,entregado
462,3,2024-11-14,2024-11-16,entregado
463,3,2024-11-19,2024-11-21,entregado
464,3,2024-11-25,2024-11-26,entregado
465,3,2024-11-30,2024-12-01,entregado
466,3,2024-12-05,2024-12-06,entregado
467,3,2024-12-09,2024-12-10,entregado
468,3,2024-12-13,2024-12-15,entregado
469,3,2024-12-18,2024-12-20,entregado
470,3,2024-12-23,2024-12-24,entregado
471,3,2024-12-27,2024-12-28,entregado
472,4,2023-08-27,2023-08-28,entregado
473,4,2023-09-07,2023-09-08,entregado
474,4,2023-09-16,2023-09-18,entregado
475,4,2023-10-12,2023-10-14,entregado
476,4,2023-10-19,2023-10-21,entregado
477,4,2023-11-05,2023-11-06,cancelado
478,4,2023-11-12,2023-11-14,entregado
479,4,2023-11-19,2023-11-20,entregado
480,4,2023-11-26,2023-11-28,entregado
481,4,2023-12-04,2023-12-06,entregado
482,4,2023-12-10,2023-12-12,entregado
483,4,2023-12-15,2023-12-16,entregado
484,4,2023-12-21,2023-12-23,entregado
485,4,2023-12-27,2023-12-29,entregado
486,4,2024-01-01,2024-01-03,entregado
487,4,2024-01-07,2024-01-08,entregado
488,4,2024-01-14,2024-01-16,entregado
489,4,2024-01-21,2024-01-22,entregado
490,4,2024-01-28,2024-01-29,entregado
491,4,2024-02-04,2024-02-06,entregado
492,4,2024-02-10,2024-02-12,entregado
493,4,2024-02-17,2024-02-18,entregado
494,4,2024-02-24,2024-02-26,entregado
495,4,2024-03-02,2024-03-04,entregado
496,4,2024-03-10,2024-03-11,entregado
497,4,2024-03-18,2024-03-20,entregado
498,4,2024-03-24,2024-03-25,entregado
499,4,2024-03-31,2024-04-01,entregado
500,4,2024-04-07,2024-04-08,entregado
501,4,2024-04-16,2024-04-18,entregado
502,4,2024-04-26,2024-04-27,entregado
503,4,2024-05-06,2024-05-07,entregado
504,4,2024-05-28,2024-05-29,entregado
505,4,2024-06-08,2024-06-09,entregado
506,4,2024-06-18,2024-06-20,entregado
507,4,2024-06-28,2024-06-30,entregado
508,4,2024-07-09,2024-07-10,entregado
509,4,2024-07-20,2024-07-22,entregado
510,4,2024-07-30,2024-08-01,entregado
511,4,2024-08-11,2024-08-13,entregado
512,4,2024-08-20,2024-08-21,entregado
513,4,2024-08-29,2024-08-31,entregado
514,4,2024-09-08,2024-09-10,entregado
515,4,2024-09-16,2024-09-18,entregado
516,4,2024-10-05,2024-10-06,entregado
517,4,2024-10-13,2024-10-14,entregado
518,4,2024-10-20,2024-10-21,entregado
519,4,2024-11-04,2024-11-06,entregado
520,4,2024-11-12,2024-11-13,cancelado
521,4,2024-11-18,2024-11-20,entregado
522,4,2024-11-24,2024-11-26,entregado
523,4,2024-12-02,2024-12-04,entregado
524,4,2024-12-07,2024-12-09,entregado
525,4,2024-12-12,2024-12-14,entregado
526,4,2024-12-18,2024-12-20,entregado
527,4,2024-12-24,2024-12-26,entregado
528,4,2024-12-29,2024-12-30,entregado
529,5,2023-09-15,2023-09-17,entregado
530,5,2023-09-22,2023-09-23,entregado
531,5,2023-09-29,2023-10-01,entregado
532,5,2023-10-06,2023-10-08,entregado
533,5,2023-10-13,2023-10-14,entregado
534,5,2023-10-20,2023-10-21,entregado
535,5,2023-10-28,2023-10-29,entregado
536,5,2023-11-03,2023-11-04,entregado
537,5,2023-11-10,2023-11-11,entregado
538,5,2023-11-16,2023-11-18,entregado
539,5,2023-11-21,2023-11-22,entregado
540,5,2023-11-27,2023-11-29,entregado
541,5,2023-12-03,2023-12-05,entregado
542,5,2023-12-08,2023-12-09,entregado
543,5,2023-12-13,2023-12-15,cancelado
544,5,2023-12-18,2023-12-20,cancelado
545,5,2023-12-24,2023-12-25,entregado
546,5,2023-12-29,2023-12-31,cancelado
547,5,2024-01-03,2024-01-05,entregado
548,5,2024-01-08,2024-01-10,entregado
549,5,2024-01-13,2024-01-14,entregado
550,5,2024-01-19,2024-01-20,entregado
551,5,2024-01-23,2024-01-25,entregado
552,5,2024-01-28,2024-01-29,entregado
553,5,2024-02-02,2024-02-04,entregado
554,5,2024-02-07,2024-02-08,entregado
555,5,2024-02-13,2024-02-14,entregado
556,5,2024-02-18,2024-02-20,entregado
557,5,2024-02-23,2024-02-24,entregado
558,5,2024-02-29,2024-03-02,entregado
559,5,2024-03-06,2024-03-07,entregado
560,5,2024-03-12,2024-03-14,entregado
561,5,2024-03-19,2024-03-21,entregado
562,5,2024-03-26,2024-03-27,entregado
563,5,2024-04-02,2024-04-04,entregado
564,5,2024-04-11,2024-04-13,entregado
565,5,2024-04-27,2024-04-29,entregado
566,5,2024-05-15,2024-05-17,entregado
567,5,2024-06-11,2024-06-13,entregado
568,5,2024-06-22,2024-06-23,entregado
569,5,2024-07-03,2024-07-05,entregado
570,5,2024-07-11,2024-07-12,entregado
571,5,2024-07-21,2024-07-22,entregado
572,5,2024-07-30,2024-07-31,entregado
573,5,2024-08-09,2024-08-11,entregado
574,5,2024-09-05,2024-09-06,entregado
575,5,2024-09-21,2024-09-22,entregado
576,5,2024-09-28,2024-09-29,entregado
577,5,2024-10-06,2024-10-08,entregado
578,5,2024-10-13,2024-10-14,entregado
579,5,2024-10-28,2024-10-30,entregado
580,5,2024-11-04,2024-11-05,entregado
581,5,2024-11-11,2024-11-13,entregado
582,5,2024-11-17,2024-11-19,entregado
583,5,2024-11-22,2024-11-23,entregado
584,5,2024-11-28,2024-11-29,entregado
585,5,2024-12-04,2024-12-06,entregado
586,5,2024-12-09,2024-12-11,entregado
587,5,2024-12-14,2024-12-15,entregado
588,5,2024-12-20,2024-12-21,entregado
589,5,2024-12-25,2024-12-27,entregado
590,5,2024-12-29,2024-12-31,entregado
591,6,2022-01-07,2022-01-09,entregado
592,6,2022-01-12,2022-01-13,entregado
593,6,2022-01-18,2022-01-20,entregado
594,6,2022-01-24,2022-01-25,entregado
595,6,2022-01-29,2022-01-30,entregado
596,6,2022-02-03,2022-02-05,entregado
597,6,2022-02-08,2022-02-09,entregado
598,6,2022-02-13,2022-02-14,entregado
599,6,2022-02-19,2022-02-20,cancelado
600,6,2022-02-24,2022-02-25,entregado
601,6,2022-03-02,2022-03-04,entregado
602,6,2022-03-17,2022-03-19,entregado
603,6,2022-03-24,2022-03-25,entregado
604,6,2022-03-31,2022-04-02,entregado
605,6,2022-04-08,2022-04-09,entregado
606,6,2022-04-15,2022-04-16,entregado
607,6,2022-04-24,2022-04-25,entregado
608,6,2022-05-02,2022-05-04,entregado
609,6,2022-05-11,2022-05-12,entregado
610,6,2022-06-01,2022-06-03,entregado
611,6,2022-06-11,2022-06-12,entregado
612,6,2022-06-22,2022-06-23,entregado
613,6,2022-07-03,2022-07-04,entregado
614,6,2022-07-14,2022-07-16,entregado
615,6,2022-07-23,2022-07-25,entregado
616,6,2022-08-12,2022-08-13,entregado
617,6,2022-08-21,2022-08-22,entregado
618,6,2022-08-30,2022-08-31,entregado
619,6,2022-09-09,2022-09-11,entregado
620,6,2022-09-17,2022-09-19,entregado
621,6,2022-10-04,2022-10-05,entregado
622,6,2022-10-12,2022-10-14,entregado
623,6,2022-10-20,2022-10-21,entregado
624,6,2022-10-28,2022-10-30,entregado
625,6,2022-11-04,2022-11-06,entregado
626,6,2022-11-11,2022-11-13,entregado
627,6,2022-11-17,2022-11-19,entregado
628,6,2022-11-23,2022-11-25,entregado
629,6,2022-11-30,2022-12-02,entregado
630,6,2022-12-06,2022-12-07,entregado
631,6,2022-12-12,2022-12-13,entregado
632,6,2022-12-18,2022-12-19,entregado
