cliente_id,nombre,tipo_cliente,zona_id,fecha_alta
135,Maxikiosco Diaz,kiosco,1,2021-05-23
136,Mayorista Rivero,mayorista,1,2024-06-23
137,Almacén Garcia,autoservicio,2,2020-01-28
138,Maxikiosco Quiroga,kiosco,2,2021-03-10
139,Supermercado Cordoba,supermercado,1,2022-12-24
140,Autoservicio Diaz,autoservicio,3,2022-03-25
141,Parrilla Maldonado,bar_restaurante,1,2023-10-30
142,Autoservicio Mayorista Gonzalez,supermercado,2,2024-08-03
143,Maxikiosco Duarte,kiosco,1,2023-03-07
144,Maxikiosco Flores,kiosco,2,2023-07-12
145,Autoservicio Cabrera,autoservicio,2,2020-10-28
146,Almacén Medina,autoservicio,2,2023-12-22
147,Autoservicio Mayorista Diaz,supermercado,1,2024-11-28
148,Kiosco Ruiz,kiosco,2,2024-02-22
149,Supermercado Luna,supermercado,2,2023-09-30
150,Maxikiosco Alvarez,kiosco,1,2021-03-18
151,Kiosco Gonzalez,kiosco,1,2024-06-30
152,Supermercado Maldonado,supermercado,1,2024-12-08
153,Kiosco Alvarez,kiosco,2,2022-11-28
154,Autoservicio Gonzalez,autoservicio,1,2024-03-26
155,Bar Medina,bar_restaurante,2,2023-03-01
156,Maxikiosco Escobar,kiosco,2,2023-08-06
157,Kiosco Ponce,kiosco,2,2021-10-26
158,Supermercado Sanchez,supermercado,3,2022-08-20
159,Parrilla Rodriguez,bar_restaurante,3,2023-10-24
160,Pizzería Alvarez,bar_restaurante,3,2020-08-06
161,Autoservicio Mayorista Martinez,supermercado,1,2024-03-19
162,Kiosco Moyano,kiosco,2,2020-02-10
163,Pizzería Ferreyra,bar_restaurante,3,2021-12-23
164,Kiosco Ramos,kiosco,1,2021-07-27
165,Almacén Gonzalez,autoservicio,1,2020-12-13
166,Maxikiosco Gomez,kiosco,2,2020-09-15
167,Maxikiosco Lopez,kiosco,1,2022-12-20
168,Restaurante Mendez,bar_restaurante,2,2023-07-16
169,Autoservicio Mayorista Molina,supermercado,2,2024-11-13
170,Almacén Gimenez,autoservicio,2,2022-07-22
171,Almacén Gimenez,autoservicio,3,2023-07-29
172,Kiosco Gimenez,kiosco,3,2022-07-07
173,Parrilla Sanchez,bar_restaurante,2,2023-08-19
174,Almacén Avila,autoservicio,2,2020-07-14
175,Mayorista Maldonado,mayorista,1,2024-11-18
176,Kiosco Paez,kiosco,2,2020-01-10
177,Mayorista Suarez,mayorista,1,2020-08-13
178,Despensa Gomez,autoservicio,2,2024-04-06
179,Supermercado Muñoz,supermercado,3,2022-04-22
180,Kiosco Peralta,kiosco,2,2021-02-06
181,Despensa Benitez,autoservicio,2,2022-10-03
182,Maxikiosco Cardozo,kiosco,2,2020-04-10
183,Maxikiosco Benitez,kiosco,1,2021-11-06
184,Mayorista Garcia,mayorista,2,2023-04-05
185,Mayorista Mansilla,mayorista,3,2023-11-02
186,Kiosco Nuñez,kiosco,2,2024-07-02
187,Despensa Silva,autoservicio,2,2021-03-01
188,Bar Gomez,bar_restaurante,1,2021-04-21
189,Supermercado Sanchez,supermercado,1,2023-05-11
190,Pizzería Morales,bar_restaurante,3,2021-04-06
191,Kiosco Diaz,kiosco,3,2021-03-07
192,Maxikiosco Sanchez,kiosco,3,2023-07-09
193,Kiosco Castillo,kiosco,2,2022-12-05
194,Kiosco Vega,kiosco,3,2023-05-15
195,Distribuidora Suarez,mayorista,1,2020-06-03
196,Despensa Lopez,autoservicio,2,2023-03-02
197,Kiosco Coronel,kiosco,2,2021-06-21
198,Autoservicio Rivero,autoservicio,2,2024-03-29
199,Supermercado Gonzalez,supermercado,2,2023-06-23
200,Supermercado Fernandez,supermercado,3,2021-09-15
201,Maxikiosco Ortiz,kiosco,1,2020-09-01
202,Kiosco Cardozo,kiosco,1,2021-07-01
203,Maxikiosco Juarez,kiosco,2,2022-04-01
204,Autoservicio Gutierrez,autoservicio,2,2024-10-08
205,Kiosco Morales,kiosco,2,2023-09-24
206,Kiosco Mansilla,kiosco,3,2022-10-12
207,Parrilla Ortiz,bar_restaurante,3,2021-08-12
208,Pizzería Rodriguez,bar_restaurante,2,2023-01-28
209,Maxikiosco Gutierrez,kiosco,1,2023-03-29
210,Maxikiosco Alvarez,kiosco,1,2021-09-21
211,Bar Gonzalez,bar_restaurante,1,2024-05-02
212,Almacén Benitez,autoservicio,2,2023-02-24
213,Almacén Nuñez,autoservicio,2,2022-03-05
214,Autoservicio Rodriguez,autoservicio,2,2023-05-01
215,Kiosco Rios,kiosco,2,2024-06-22
216,Kiosco Gonzalez,kiosco,2,2022-02-13
217,Parrilla Lopez,bar_restaurante,3,2023-03-28
218,Maxikiosco Moreno,kiosco,2,2024-08-25
219,Maxikiosco Gutierrez,kiosco,1,2024-10-04
220,Maxikiosco Diaz,kiosco,1,2024-11-18
221,Maxikiosco Cordoba,kiosco,2,2022-04-04
222,Maxikiosco Cruz,kiosco,1,2023-02-25
223,Restaurante Morales,bar_restaurante,1,2021-11-27
224,Kiosco Alvarez,kiosco,1,2022-06-07
225,Kiosco Franco,kiosco,2,2021-12-15
226,Despensa Perez,autoservicio,1,2020-10-22
227,Supermercado Ruiz,supermercado,2,2020-01-04
228,Autoservicio Mayorista Quiroga,supermercado,1,2022-09-25
229,Maxikiosco Garcia,kiosco,3,2023-11-14
230,Kiosco Fernandez,kiosco,1,2024-07-13
231,Maxikiosco Sosa,kiosco,2,2022-05-19
232,Almacén Medina,autoservicio,1,2022-05-24
233,Mayorista Hernandez,mayorista,2,2020-03-29
234,Maxikiosco Olivera,kiosco,1,2021-08-01
235,Kiosco Castro,kiosco,3,2020-09-08
236,Maxikiosco Torres,kiosco,1,2020-10-05
237,Maxikiosco Molina,kiosco,2,2020-07-20
238,Pizzería Lopez,bar_restaurante,2,2023-05-30
239,Despensa Fernandez,autoservicio,1,2024-03-18
240,Maxikiosco Ortiz,kiosco,2,2024-06-12
241,Kiosco Romero,kiosco,3,2023-11-01
242,Autoservicio Mayorista Martin,supermercado,3,2024-10-19
243,Supermercado Blanco,supermercado,3,2022-12-29
244,Kiosco Gonzalez,kiosco,2,2022-09-20
245,Maxikiosco Romero,kiosco,2,2023-12-18
246,Kiosco Alvarez,kiosco,2,2024-01-31
247,Kiosco Gonzalez,kiosco,1,2020-05-22
248,Kiosco Juarez,kiosco,1,2023-04-09
249,Distribuidora Vazquez,mayorista,2,2023-08-06
250,Autoservicio Hernandez,autoservicio,1,2020-09-25
251,Maxikiosco Gonzalez,kiosco,1,2022-12-11
252,Maxikiosco Cruz,kiosco,2,2023-12-09
253,Kiosco Gonzalez,kiosco,3,2022-07-08
254,Autoservicio Miranda,autoservicio,1,2022-11-12
255,Despensa Sanchez,autoservicio,1,2022-11-25
256,Bar Peralta,bar_restaurante,3,2020-10-27
257,Kiosco Benitez,kiosco,1,2023-01-31
258,Kiosco Garcia,kiosco,2,2021-09-14
259,Kiosco Garcia,kiosco,2,2023-04-17
260,Maxikiosco Mansilla,kiosco,2,2024-03-14
261,Pizzería Sanchez,bar_restaurante,1,2024-05-01
262,Autoservicio Mayorista Vazquez,supermercado,2,2023-09-23
263,Parrilla Acosta,bar_restaurante,2,2023-05-12
264,Despensa Romero,autoservicio,2,2020-09-29
265,Kiosco Farias,kiosco,2,2022-01-29
266,Pizzería Fernandez,bar_restaurante,2,2022-02-14
267,Autoservicio Ojeda,autoservicio,1,2022-01-09
268,Pizzería Gonzalez,bar_restaurante,2,2022-04-29
269,Kiosco Martinez,kiosco,3,2020-09-28
270,Autoservicio Castillo,autoservicio,1,2024-11-16
271,Supermercado Coronel,supermercado,1,2024-07-10
272,Despensa Mansilla,autoservicio,2,2023-03-16
273,Mayorista Gomez,mayorista,2,2021-11-18
274,Despensa Rodriguez,autoservicio,2,2024-09-16
275,Almacén Sanchez,autoservicio,1,2022-10-29
276,Autoservicio Aguirre,autoservicio,3,2022-06-30
277,Distribuidora Perez,mayorista,1,2020-06-30
278,Autoservicio Ponce,autoservicio,1,2024-11-24
279,Despensa Gonzalez,autoservicio,2,2021-11-14
280,Maxikiosco Dominguez,kiosco,2,2021-09-23
281,Autoservicio Mayorista Benitez,supermercado,2,2023-01-07
282,Autoservicio Fernandez,autoservicio,2,2022-07-02
283,Supermercado Dominguez,supermercado,1,2022-04-27
284,Maxikiosco Caceres,kiosco,2,2021-08-25
285,Maxikiosco Castro,kiosco,2,2020-10-22
286,Maxikiosco Ramirez,kiosco,3,2020-12-25
287,Despensa Suarez,autoservicio,2,2020-06-29
288,Kiosco Perez,kiosco,1,2024-11-01
289,Autoservicio Mayorista Gonzalez,supermercado,2,2020-12-03
290,Kiosco Gonzalez,kiosco,1,2020-01-17
291,Pizzería Romero,bar_restaurante,3,2022-05-22
292,Kiosco Martinez,kiosco,2,2021-02-28
293,Mayorista Gomez,mayorista,1,2021-04-02
294,Despensa Paz,autoservicio,3,2020-07-10
295,Despensa Perez,autoservicio,3,2024-11-18
296,Kiosco Peralta,kiosco,1,2024-08-31
297,Kiosco Paez,kiosco,2,2021-07-06
298,Pizzería Duarte,bar_restaurante,3,2021-12-30
299,Maxikiosco Ponce,kiosco,1,2022-09-09
300,Autoservicio Herrera,autoservicio,1,2021-11-10
301,Kiosco Rodriguez,kiosco,2,2022-11-24
302,Autoservicio Mayorista Sanchez,supermercado,1,2020-07-20
303,Maxikiosco Moyano,kiosco,2,2023-10-08
304,Maxikiosco Gonzalez,kiosco,3,2021-02-26
305,Kiosco Maidana,kiosco,1,2024-06-10
306,Kiosco Franco,kiosco,3,2023-03-24
307,Kiosco Soria,kiosco,2,2022-01-19
308,Despensa Escobar,autoservicio,2,2022-11-06
309,Parrilla Gonzalez,bar_restaurante,1,2024-05-02
310,Kiosco Aguirre,kiosco,1,2021-06-21
311,Autoservicio Perez,autoservicio,3,2020-10-19
312,Restaurante Coronel,bar_restaurante,2,2021-05-26
313,Restaurante Sanchez,bar_restaurante,2,2022-06-08
314,Maxikiosco Navarro,kiosco,2,2021-10-14
315,Autoservicio Mayorista Romero,supermercado,3,2020-08-16
316,Maxikiosco Godoy,kiosco,3,2021-11-06
317,Kiosco Fernandez,kiosco,1,2022-10-01
318,Kiosco Maidana,kiosco,1,2020-10-12
319,Restaurante Carrizo,bar_restaurante,1,2024-07-18
320,Autoservicio Mayorista Romero,supermercado,2,2022-08-15
321,Almacén Gonzalez,autoservicio,1,2022-08-21
322,Distribuidora Gomez,mayorista,2,2021-11-03
323,Despensa Chavez,autoservicio,1,2022-04-29
324,Kiosco Moyano,kiosco,1,2024-08-14
325,Bar Vera,bar_restaurante,2,2021-09-12
326,Despensa Quiroga,autoservicio,2,2024-02-07
327,Autoservicio Mayorista Rios,supermercado,3,2021-01-19
328,Maxikiosco Lucero,kiosco,2,2022-09-28
329,Maxikiosco Soria,kiosco,1,2024-12-03
330,Maxikiosco Peralta,kiosco,2,2022-02-25
331,Supermercado Sanchez,supermercado,2,2020-10-03
332,Maxikiosco Nuñez,kiosco,3,2022-01-20
333,Bar Gonzalez,bar_restaurante,2,2023-08-08
334,Autoservicio Mayorista Blanco,supermercado,2,2023-01-17
335,Maxikiosco Chavez,kiosco,1,2024-09-16
336,Despensa Rojas,autoservicio,2,2022-11-23
337,Despensa Cruz,autoservicio,2,2020-03-14
338,Despensa Sosa,autoservicio,2,2022-03-31
339,Kiosco Muñoz,kiosco,2,2022-08-20
340,Supermercado Acosta,supermercado,3,2023-08-23
341,Parrilla Gonzalez,bar_restaurante,2,2023-08-30
342,Parrilla Navarro,bar_restaurante,2,2023-08-06
343,Pizzería Perez,bar_restaurante,2,2024-06-30
344,Supermercado Ramirez,supermercado,1,2022-04-21
345,Maxikiosco Ojeda,kiosco,1,2022-03-08
346,Restaurante Lopez,bar_restaurante,2,2023-08-20
347,Kiosco Garcia,kiosco,1,2023-04-15
348,Mayorista Acosta,mayorista,1,2024-08-28
349,Restaurante Cardozo,bar_restaurante,1,2024-04-07
350,Maxikiosco Luna,kiosco,1,2023-10-19
351,Parrilla Gonzalez,bar_restaurante,1,2020-09-08
352,Kiosco Lopez,kiosco,3,2024-10-05
353,Autoservicio Aguirre,autoservicio,2,2022-09-09
354,Kiosco Diaz,kiosco,2,2021-07-11
355,Almacén Godoy,autoservicio,1,2023-02-07
356,Pizzería Romero,bar_restaurante,2,2022-09-13
357,Despensa Ruiz,autoservicio,2,2020-02-13
358,Supermercado Silva,supermercado,2,2020-11-16
359,Kiosco Aguirre,kiosco,3,2024-08-22
360,Autoservicio Mayorista Alvarez,supermercado,2,2022-03-13
361,Maxikiosco Carrizo,kiosco,1,2023-02-19
362,Autoservicio Guzman,autoservicio,3,2021-07-27
363,Mayorista Ojeda,mayorista,3,2024-03-07
364,Mayorista Rodriguez,mayorista,2,2020-07-10
365,Kiosco Torres,kiosco,2,2022-05-20
366,Kiosco Carrizo,kiosco,2,2021-07-07
367,Autoservicio Mayorista Muñoz,supermercado,2,2021-04-12
368,Almacén Acuña,autoservicio,1,2021-06-11
369,Maxikiosco Rojas,kiosco,1,2024-04-07
370,Almacén Alvarez,autoservicio,1,2020-09-01
371,Mayorista Luna,mayorista,1,2024-02-28
372,Autoservicio Mayorista Gonzalez,supermercado,1,2022-03-27
373,Maxikiosco Godoy,kiosco,1,2024-12-13
374,Bar Bravo,bar_restaurante,2,2024-05-08
375,Maxikiosco Ojeda,kiosco,3,2024-08-16
376,Almacén Garcia,autoservicio,1,2021-03-28
377,Parrilla Castillo,bar_restaurante,3,2021-05-05
378,Despensa Barrios,autoservicio,1,2022-11-08
379,Bar Lucero,bar_restaurante,2,2020-11-16
380,Parrilla Sanchez,bar_restaurante,2,2023-12-13
381,Despensa Gonzalez,autoservicio,3,2023-03-28
382,Maxikiosco Farias,kiosco,2,2023-05-22
383,Kiosco Lopez,kiosco,3,2023-08-11
384,Supermercado Gimenez,supermercado,2,2021-01-16
385,Autoservicio Mayorista Lopez,supermercado,2,2020-04-04
386,Almacén Fernandez,autoservicio,2,2024-06-29
387,Kiosco Miranda,kiosco,2,2024-01-27
388,Almacén Ramirez,autoservicio,2,2020-10-30
389,Kiosco Carrizo,kiosco,3,2022-06-09
390,Maxikiosco Valdez,kiosco,3,2021-08-13
391,Kiosco Alvarez,kiosco,2,2020-10-05
392,Kiosco Nuñez,kiosco,1,2020-06-07
393,Maxikiosco Gutierrez,kiosco,2,2022-03-01
394,Despensa Cordoba,autoservicio,2,2021-09-12
395,Almacén Paez,autoservicio,1,2020-11-01
396,Restaurante Fernandez,bar_restaurante,2,2022-04-04
397,Autoservicio Mayorista Diaz,supermercado,1,2024-01-23
398,Kiosco Acosta,kiosco,2,2021-08-16
399,Mayorista Romero,mayorista,2,2023-09-24
400,Autoservicio Mayorista Carrizo,supermercado,2,2022-01-15
401,Distribuidora Gomez,mayorista,1,2021-02-01
402,Kiosco Rodriguez,kiosco,1,2021-09-03
403,Despensa Mendoza,autoservicio,1,2020-11-16
404,Almacén Olivera,autoservicio,2,2024-03-26
405,Supermercado Moreno,supermercado,2,2020-09-06
406,Almacén Gimenez,autoservicio,2,2024-09-21
407,Kiosco Martinez,kiosco,3,2024-11-01
408,Restaurante Lopez,bar_restaurante,1,2024-09-10
409,Restaurante Suarez,bar_restaurante,2,2021-06-08
410,Despensa Alvarez,autoservicio,2,2021-11-03
411,Maxikiosco Ponce,kiosco,1,2023-07-11
412,Autoservicio Mayorista Miranda,supermercado,2,2023-01-26
413,Distribuidora Castro,mayorista,2,2021-04-16
414,Restaurante Flores,bar_restaurante,2,2020-10-13
415,Pizzería Fernandez,bar_restaurante,1,2021-11-29
416,Restaurante Muñoz,bar_restaurante,1,2023-03-04
417,Kiosco Godoy,kiosco,1,2023-05-10
418,Autoservicio Pereyra,autoservicio,1,2023-11-02
419,Despensa Romero,autoservicio,1,2023-03-16
420,Autoservicio Mayorista Romero,supermercado,2,2024-03-02
421,Kiosco Franco,kiosco,1,2024-08-21
422,Kiosco Carrizo,kiosco,2,2021-06-30
423,Kiosco Morales,kiosco,1,2023-05-15
424,Autoservicio Mayorista Moyano,supermercado,1,2022-08-02
425,Autoservicio Martinez,autoservicio,1,2020-11-15
426,Autoservicio Mayorista Villalba,supermercado,1,2021-03-19
427,Maxikiosco Sanchez,kiosco,1,2020-04-11
428,Kiosco Vega,kiosco,2,2023-12-22
429,Maxikiosco Sanchez,kiosco,3,2024-05-27
430,Maxikiosco Toledo,kiosco,1,2022-04-13
431,Autoservicio Maldonado,autoservicio,1,2023-01-27
432,Almacén Correa,autoservicio,2,2023-06-07
433,Maxikiosco Martin,kiosco,3,2022-08-11
434,Maxikiosco Perez,kiosco,2,2022-04-28
435,Despensa Herrera,autoservicio,2,2024-09-14
436,Despensa Gomez,autoservicio,1,2021-08-14
437,Despensa Ruiz,autoservicio,2,2022-06-22
438,Autoservicio Mayorista Acuña,supermercado,2,2023-12-10
439,Kiosco Sanchez,kiosco,1,2022-11-25
440,Kiosco Cabrera,kiosco,1,2023-12-17
441,Supermercado Fernandez,supermercado,2,2024-04-17
442,Supermercado Gonzalez,supermercado,2,2023-12-21
443,Almacén Alvarez,autoservicio,3,2023-02-21
444,Kiosco Torres,kiosco,2,2021-05-06
445,Autoservicio Mayorista Maldonado,supermercado,2,2022-03-28
446,Restaurante Farias,bar_restaurante,2,2021-11-01
447,Autoservicio Mayorista Vargas,supermercado,1,2021-08-04
448,Kiosco Garcia,kiosco,1,2022-06-26
449,Maxikiosco Torres,kiosco,2,2023-08-02
450,Mayorista Perez,mayorista,2,2022-08-22
451,Despensa Vargas,autoservicio,2,2021-04-11
452,Restaurante Franco,bar_restaurante,2,2024-12-02
453,Autoservicio Mayorista Acosta,supermercado,3,2020-04-06
454,Restaurante Toledo,bar_restaurante,3,2024-11-07
455,Parrilla Perez,bar_restaurante,1,2020-01-10
456,Maxikiosco Diaz,kiosco,2,2021-08-31
457,Autoservicio Mayorista Castro,supermercado,3,2023-09-08
458,Kiosco Olivera,kiosco,2,2022-10-25
459,Despensa Correa,autoservicio,1,2023-11-25
460,Parrilla Rivero,bar_restaurante,2,2020-04-16
461,Distribuidora Peralta,mayorista,1,2021-05-05
462,Parrilla Molina,bar_restaurante,2,2021-03-12
463,Autoservicio Gomez,autoservicio,3,2024-10-14
464,Restaurante Ruiz,bar_restaurante,1,2024-10-08
465,Maxikiosco Farias,kiosco,2,2024-05-09
466,Autoservicio Mayorista Pereyra,supermercado,2,2021-03-19
467,Parrilla Diaz,bar_restaurante,3,2022-10-19
468,Autoservicio Mayorista Molina,supermercado,2,2020-08-20
469,Almacén Hernandez,autoservicio,1,2022-01-26
470,Maxikiosco Carrizo,kiosco,3,2023-07-03
471,Maxikiosco Fernandez,kiosco,3,2021-07-04
472,Supermercado Rios,supermercado,2,2022-02-24
473,Parrilla Toledo,bar_restaurante,1,2023-06-04
474,Pizzería Avila,bar_restaurante,2,2020-09-04
475,Pizzería Coronel,bar_restaurante,2,2020-03-14
476,Maxikiosco Garcia,kiosco,1,2022-11-06
477,Kiosco Martin,kiosco,1,2020-12-08
478,Supermercado Castro,supermercado,3,2021-02-11
479,Kiosco Gomez,kiosco,3,2024-01-05
480,Almacén Gomez,autoservicio,2,2024-05-20
481,Autoservicio Mayorista Diaz,supermercado,2,2023-02-22
482,Parrilla Herrera,bar_restaurante,1,2021-10-31
483,Maxikiosco Gonzalez,kiosco,3,2024-12-04
484,Maxikiosco Soto,kiosco,2,2022-08-03
485,Despensa Diaz,autoservicio,1,2024-06-23
486,Kiosco Ramos,kiosco,3,2021-05-27
487,Kiosco Guzman,kiosco,2,2020-04-19
488,Despensa Lopez,autoservicio,2,2024-04-26
489,Autoservicio Mayorista Sanchez,supermercado,2,2022-10-25
490,Almacén Lopez,autoservicio,1,2021-06-07
491,Kiosco Cardozo,kiosco,1,2021-07-17
492,Kiosco Romero,kiosco,3,2023-05-05
493,Despensa Perez,autoservicio,2,2024-04-19
494,Despensa Silva,autoservicio,3,2021-10-18
495,Autoservicio Morales,autoservicio,1,2024-09-04
496,Bar Gonzalez,bar_restaurante,2,2024-10-14
497,Distribuidora Escobar,mayorista,3,2024-06-16
498,Autoservicio Mayorista Gonzalez,supermercado,2,2024-04-11
499,Autoservicio Mayorista Aguirre,supermercado,1,2021-12-01
500,Maxikiosco Rios,kiosco,1,2022-10-26
501,Despensa Cardozo,autoservicio,2,2023-11-13
502,Kiosco Franco,kiosco,2,2021-07-25
